	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
61364	10505	B003P6AHEK	A1I05OZU8PM9XF	Baby	5	They do the job, but I actually find out without them I pump more than with them.	1.0	Warning	yes	before		17
61434	10512	B003PAZ7B4	A2OS01QDPSUHM9	Sports & Outdoors	3	My only gripe is that you really have to wear shoes to use it.... barefoot, your feet would just slide off the hard plastic surface.	1.0	Warning	yes	before		25
61435	10512	B003PAZ7B4	A2OS01QDPSUHM9	Sports & Outdoors	4	The base is also hard plastic, so I wouldnt recommend that you use this on a hardwood floor.	1.0	Usage	yes	before		18
61450	10515	B003PGQI48	A2QI375CDTKRXC	Tools & Home Improvement	11	The only thing I dont like is that unit uses special air filters I need to purchase from Wagner later on, but it is the price for the quality work I guess.	1.0	Complementary product	yes	before		32
61454	10516	B003PGR8HE	A3O7N6RGUTDEJI	Toys & Games	3	Only downside is that it is very cumbersome to put together.	1.0	Usage	no	after		11
61462	10517	B003PGRHRU	A3BINY8P2HIS7Q	Baby	6	"Ive only had to ""top them off"" with air once in the past 4 months."	1.0	Usage	yes	both		14
61500	10521	B003Q6BQOY	A1HO0SKOCPX5OE	Toys & Games	20	THE PLAY:You cannot play with this set very much.	1.0	Alternative use	yes	after		11
61522	10524	B003QLFBDG	A1FXY0GUFHEI59	Tools & Home Improvement	5	If you get one that doesnt work, be sure to check the position of the batteries.	1.0	Usage	no	after		16
61526	10525	B003QP31IE	ACSV5IER4YRQ4	Baby	3	The only issue is that the changing table is rock hard.. it could use some kind of padding.	1.0	Warning	yes	before		18
61527	10526	B003QP31OI	A50BAJECE2N9U	Baby	1	This toy is very cheaply made and due to the base being just blow mold plastic without a weight, it is too hard for my 8 mo.	1.0	Warning	no	before		26
61572	10535	B003REAPE2	A6SCGL1ZUTTBC	Baby	5	If you are looking for the perfect shower gift, look no further, the expectant parents will sing your praises for giving this as a gift!!!	1.0	Other	yes	both		25
61573	10536	B003RLDSX0	A1JEUHH0EX8PPT	Sports & Outdoors	1	I am using this wheel with a 26x2.3 tire @ 40 psi max.	1.0	Complementary product	yes	both		10
61581	10537	B003RLHGMY	APIC3OEB5Z6T0	Sports & Outdoors	3	Well not for me at least, the gel padding was hard plus the wrapping is slippery.	1.0	Warning	no	before		16
61629	10542	B003S8750Y	AY3D2LBYAG4TI	Baby	18	The wings of the head rest are very bulky.	1.0	Warning	yes	before		9
61632	10542	B003S8750Y	AY3D2LBYAG4TI	Baby	21	The mesh pockets on both sides are very small and snug.	1.0	Warning	yes	before		11
61656	10547	B003SQFAQM	A20VJT1JJMCZZS	Toys & Games	3	Only three stars because the issue is the directional arrow on this plug of this unit is on the opposite side as it is with the controllers charging plug.	1.0	Warning	yes	before		29
61657	10547	B003SQFAQM	A20VJT1JJMCZZS	Toys & Games	4	Be careful not to damage the connection on your helicopter by inserting the charger plug the wrong way.	1.0	Warning	yes	before		18
61695	10551	B003SWZVGA	A2V27NDS13P9DU	Baby	7	Because the lid is flat (and doesnt have a small funnel like the Munchkin formula dispenser) I couldnt shake the formula out without making a mess.	1.0	Warning	yes	before		26
61710	10553	B003SX0B6Y	AF9OYN557Z77I	Baby	2	I ended up using it in everything from strollers to bouncy seats.	1.0	Alternative use	yes	both		12
61719	10555	B003T1CJRE	A25SM7O3O5HE25	Baby	1	Your not supposed to use any 3rd party car seat accessory in your car seat.	1.0	Warning	no	after		14
61724	10556	B003T8N1XS	AJC9NTACZA0UV	Baby	3	The snap closure on the neck is too bulky, and bunched up around our babies mouth/nose.	1.0	Warning	yes	before		15
61740	10559	B003T9W7RI	A2LAS014NSRW72	Toys & Games	4	Putting the disks into the device is a struggle for an adult, much less a kid.	1.0	Usage	yes	after		16
61769	10565	B003TJAGB2	A1D1M7YZKAHBM5	Baby	1	If your pump seems to be losing suction after a month or two, try replacing the valves.	1.0	Maintenance	yes	both		17
61771	10565	B003TJAGB2	A1D1M7YZKAHBM5	Baby	3	I pumped 6-8 times a day and needed to replace them after about 6 weeks.	1.0	Maintenance	yes	both		13
61793	10571	B003TNV46O	A2W9LHUVLSJHDD	Sports & Outdoors	5	They can also be used to consolidate and protect other items such as tools and supplies, in vehicles or boats.	1.0	Alternative use	yes	both		20
61799	10572	B003TNZ37U	ARJ12R080PM4S	Sports & Outdoors	3	This is definitely not for the competitive shooter but will probably work fine for the wknd shooter/novice reloader.	1.0	Population segment	yes	before		17
61811	10575	B003TPGPUW	AK5JYI3V6M846	Tools & Home Improvement	6	The only problem  I ran into is that the filler hose connects close to the body of our toilet, and the t-fitting for the bidet hose attaches there.	1.0	Warning	yes	both		27
61812	10575	B003TPGPUW	AK5JYI3V6M846	Tools & Home Improvement	7	Because the t-fitting is one solid piece, it cant be turned on with the filler nipple in place; I had to loosen the nut around the filler nipple (on the bottom of the tank) enough to angle the piece away from the body of the toilet, turn on the bidet t-fitting, then re-tighten the nut.	1.0	Workaround	yes	both		52
61818	10575	B003TPGPUW	AK5JYI3V6M846	Tools & Home Improvement	13	We fixed it by stacking two plastic (not felt) furniture stick-ons (the type thats intended to keep chair-legs from scuffing the floor) on each side of the toilet seat - four total.	1.0	Workaround	no	both		29
61829	10577	B003TQLP24	ASRCQMBSMC3HA	Tools & Home Improvement	6	If youre getting a installation inspected or think you may have issues down the road, you may want to think twice about getting these.	1.0	Warning	yes	before		24
61832	10577	B003TQLP24	ASRCQMBSMC3HA	Tools & Home Improvement	9	Not good for heat and wiring!!	1.0	Warning	no	before		6
61849	10579	B003TU83SE	A1Z753ST11FRE0	Baby	5	My 10 month olds do try to chew on the edges now that they are showing (previously we had the playpen set up so that they didnt have access to any of the edges).	1.0	Warning	no	after		33
61855	10581	B003TV410W	A1K73H16UK8XU4	Tools & Home Improvement	3	One thing, the large size are not big enough for large hands.	1.0	Warning	yes	before		12
61879	10587	B003TXN2XM	A15USGUHAJFSYU	Baby	2	The description says that this is suitable for a lot of areas, but it does not mention that a wall stud would be needed.	1.0	Usage	yes	both		24
61882	10587	B003TXN2XM	A15USGUHAJFSYU	Baby	5	Definitely make sure you have a stud in the area and avoid repeating my mistake!	1.0	Usage	yes	both		15
61891	10588	B003TXS29Q	A29Q4R53TBNAYR	Tools & Home Improvement	8	The new X10 design has a very stupid function of dimming on to a preset level based on how long you hold the button and then dimming off.	1.0	Warning	yes	before		27
61955	10596	B003U9V18S	ANR4KSGB2Y2CJ	Baby	5	The only thing that seems to be a flaw is that the plastic part that goes between the kids legs falls off a lot.	1.0	Warning	yes	before		24
62010	10606	B003UPDVG2	A3TQVG5GIFYF09	Baby	5	I thought thats what I was getting since thats what was originally pictured.	1.0	Other	no	before		13
62015	10607	B003UPESKU	A1CLG9GXTHCA20	Baby	3	For milk storage, it is a great product, especially because it is compatible with the breat pump attachments as well as the medela cooler.	1.0	Usage	yes	both		24
62024	10609	B003UTUEOU	A1D4UOPMOFH284	Baby	4	If you lay completely still all night it might work for you.	1.0	Usage	yes	before		12
62029	10610	B003UWY8LW	A2BLKOR5GXPZK9	Baby	1	we own 8 different brands of pocket diapers and these and the Happy Heinys are our favorites!theyre about an inch wider in the crotch than the other well rated brands like Fuzzibunz so they work MUCH better for our baby with skinny legs, if your baby has chunky thighs you probably wont like these.	1.0	Size	yes	before		54
62040	10612	B003UYV12Y	A18CNQVRZP4NUF	Tools & Home Improvement	2	For rough carpentry it is just fine.	1.0	Usage	yes	both		7
62055	10617	B003VLAXN4	AVPGVZ7RVOIG3	Baby	2	The inside of the PUL is not coated so it feels sticky and is uncomfortable when I put my hand in there to stuff it.	1.0	Warning	yes	before		25
62102	10624	B003VPO0OS	AI252S1F57DGC	Tools & Home Improvement	11	I also find most people use the tool wrong and PUSH HARD on the blade to get it to cut.	1.0	Usage	no	after		20
62124	10627	B003VWD3QC	A3JLHAA6JFUHYZ	Baby	2	I did not pay close attention to the care details where youre supposed to handwash everything... which is why the paint comes off from the top rack washings of the dish washer.	1.0	Warning	yes	after		32
62203	10643	B003VWKPHC	A2KI91IR3RA7D0	Musical Instruments	12	Use the vibration setting for tuning an acoustic or electric guitar or ukulele or mandolin or banjo without interference from other sound sources.	1.0	Usage	yes	after		23
62276	10652	B003W47NII	A2R7B3MUR22USI	Musical Instruments	4	There is a constant hiss and any slight movement of the iRig or iPhone while playing will create a loud static noise.	1.0	Warning	yes	before		22
62278	10652	B003W47NII	A2R7B3MUR22USI	Musical Instruments	6	But if youre willing to tweak with the input and output line levels as well as your speaker or headphone volume settings, you may find a happy medium that you can live with.	1.0	Workaround	yes	both		33
62283	10652	B003W47NII	A2R7B3MUR22USI	Musical Instruments	11	Ive since discovered the noise filter in the AmpliTube iPhone app, and wow, what a difference!	1.0	Workaround	yes	both		16
62312	10655	B003WE8TRC	A1KLPS6P7UR631	Toys & Games	7	The only problem is every time I pick up the pencil, it takes a character or two for the writing to cease being choppy.	1.0	Usage	no	both		24
62321	10656	B003WFIMJG	A34VV0DDR0OFE5	Toys & Games	6	I also purchased a couple of permanent marker sets to use to color the Shrinky Dink pieces.	1.0	Complementary product	yes	both		17
62337	10656	B003WFIMJG	A34VV0DDR0OFE5	Toys & Games	22	One thing, do not interrupt the process.	1.0	Warning	no	after		7
62340	10656	B003WFIMJG	A34VV0DDR0OFE5	Toys & Games	25	Also, the instructions recommend using a sheet of aluminum foil on the cookie sheet - do that.	1.0	Complementary product	yes	both		16
62349	10656	B003WFIMJG	A34VV0DDR0OFE5	Toys & Games	34	Id recommend this for a rainy day activity for anyone 7 to 97 (as the box states).	1.0	Population segment	yes	before		15
62370	10662	B003WM7WRW	A1632CW2ZVBRFS	Baby	4	I only use these overnight when I have to put extra doublers in her diaper.	1.0	Warning	no	before		15
62414	10667	B003WQRIR2	A1RUBF0FK78E5Y	Toys & Games	12	The game comes with four pads, but more than four can play.	1.0	Workaround	yes	after		12
62421	10667	B003WQRIR2	A1RUBF0FK78E5Y	Toys & Games	19	If you play it a lot, the sheets will run out, so make duplicates on a copy machine when you get a chance.	1.0	Warning	yes	after		23
62433	10669	B003WUXIZO	A3UJJ6HH70Q71Y	Baby	8	I have 2 of these so when one does get soiled I can just swap it out.	1.0	Workaround	yes	both		16
62521	10683	B003XJEPJW	A27L2OEZZPXOZ4	Sports & Outdoors	4	Keep in mind the temperature reading isnt going to be completely accurate if its placed where direct sunlight can hit the casing.	1.0	Usage	yes	both		22
62563	10692	B003XVWF6K	AEJAGHLC675A7	Tools & Home Improvement	3	Just be sure that the base is the E26 medium screw-in standard.	1.0	Other	yes	before		10
62567	10692	B003XVWF6K	AEJAGHLC675A7	Tools & Home Improvement	7	Cool light is generally preferred for visual tasks because it produces higher contrast than warm light, while warm light is preferred for living spaces because it is more flattering to skin tones and clothing.	1.0	Other	yes	both		34
62601	10696	B003Y3ASW0	A158NXQZK3SZ9N	Musical Instruments	6	Outlets 5 and 6 may only be used one at a time.	1.0	Warning	no	before		10
62633	10702	B003YBIEHS	AYMH7TOU5AR19	Toys & Games	4	The main negative noted by others seemed to be the short battery life (~25 min) before needing recharging (for ~4 hrs).	1.0	Maintenance	yes	both		19
62642	10702	B003YBIEHS	AYMH7TOU5AR19	Toys & Games	13	It hit the base of a floor lamp sufficiently hard that the lit bulb blew out as a result; oops!	1.0	Warning	yes	after		20
62653	10702	B003YBIEHS	AYMH7TOU5AR19	Toys & Games	24	Those that have purchased 2 red Cyclaws have been disappointed that they all run at the same frequency.	1.0	Warning	yes	before		17
62655	10703	B003YC0W7W	A2KFR24VEDENOF	Baby	2	The one and only disappointment was the lack of ability to turn on lullaby tracks via handset to soothe a sleeping baby without walking into the nursery.	1.0	Warning	yes	before		27
62680	10704	B003YC0W86	A3REW0WSZWSOZC	Baby	23	As other reviewers have mentioned, the camera has a tripod mount so Id just go ahead and buy yourself a small gorilla-pod to go with this.	1.0	Complementary product	yes	both		25
62713	10708	B003YFADW8	A2HMCRTD2G0BXO	Tools & Home Improvement	1	Worked great for a few days then died.	1.0	Warning	yes	before		8
62725	10710	B003YHM324	A5EO7KCB0JZR8	Baby	6	Perfect for throwing in a diaper bag when youre out or travelling.- The little pouch.	1.0	Size	yes	both		14
62736	10711	B003YHUVH8	A2KV49MJS6W4DQ	Baby	3	First, the plastic is stiff and does not drape over my baby at all, which means that it slides around all the time and food gets in under and around it.	1.0	Warning	yes	before		31
62738	10711	B003YHUVH8	A2KV49MJS6W4DQ	Baby	5	Third, the pocket is pretty much flush with the bib and therefore doesnt catch much.	1.0	Warning	yes	before		15
62755	10714	B003YLEU1M	APUIDDJ31OC0E	Baby	8	The self-sanitizing feature was another good idea on their part, doesnt work for me though, because the inside of my microwave is too short for the 9oz bottles.	1.0	Maintenance	yes	both		26
62761	10714	B003YLEU1M	APUIDDJ31OC0E	Baby	14	First of all, you have to make sure the bottom is screwed on **REALLY** tight, otherwise the water used to heat will mix with the contents of the bottle.	1.0	Usage	no	after		29
62764	10714	B003YLEU1M	APUIDDJ31OC0E	Baby	17	Once you finally do get the milk warmed and take the MAM bottle out of the hot water, you have to be very careful not to burn yourself or your baby with the steaming water that collected in that screw-on bottom through the vent holes.	1.0	Warning	no	after		44
62807	10720	B003Z6Q3V6	A31HE83MU98GBV	Baby	7	Be sure to tighten the waist belt because if its loose, the baby could fall through that gap.	1.0	Warning	yes	after		18
62809	10720	B003Z6Q3V6	A31HE83MU98GBV	Baby	9	I needed help getting my daughter in, but if you are a super-Mommy you can probably figure out a way to do it without help.	1.0	Usage	yes	after		24
62813	10720	B003Z6Q3V6	A31HE83MU98GBV	Baby	13	As other reviews have said, the Boba is for babies 15 lbs.	1.0	Size	yes	both		11
62864	10727	B003ZUXQVW	ARSUPKMDMVRHN	Baby	3	I just reach up and grab what I need quickly; I dont have to reach in two separate places for diapers and wipes.	1.0	Usage	yes	both		23
62952	10746	B004088O4C	A1YW893B70H8JY	Toys & Games	4	They were easy to attach to a fishing game that we created with a pole and clothespins.	1.0	Alternative use	yes	after		17
62959	10748	B0040A12VW	A2M7571FKJY03H	Baby	2	I love that I can toss it into the washer every once in a while to get it super clean.	1.0	Maintenance	yes	both		20
62964	10750	B0040GJ0V0	A3N3SB2G6RIMR4	Baby	4	He is only 14 pounds and holds the Dansy Antsy easily and enjoys it sooo much.	1.0	Size	yes	both		15
63045	10757	B0040JRHG2	AOINAOO0NQRGN	Tools & Home Improvement	13	I believe the holder could also be attached to a seat post and used for a rear-acing safety light although I havent yet done this.	1.0	Alternative use	yes	both		24
63057	10760	B0040Y62HC	A3CEQWPY19GNAA	Tools & Home Improvement	2	The one and only thing you MUST do when you purchase a set of these is apply lock tight to all the small bolts holding them together.	1.0	Usage	yes	after		27
63064	10761	B0040YQ218	A2L05QIOZSOTJG	Tools & Home Improvement	5	I made mine just larger than the body of the valve and would advise going about an inch or even 2 larger than the valve to ease the rest of the installation.	1.0	First time use	yes	both		31
63078	10763	B0040ZBI52	APEJ8EJCC8PQ8	Musical Instruments	8	This can be done yourself with a paint marker or whiteout brush, but it should have been considered ahead of time.	1.0	Workaround	yes	both		21
63105	10769	B00418KK98	APN71N8G8V659	Toys & Games	3	On the negative side, 1) they are really thick and all of my kids (ages 3, 5, 7) have a hard time getting the pegs to push through; 2) the designs arent the greatest - the letters are easy to make out but sometimes its hard to tell what the picture is suppose to be.	1.0	Warning	yes	before		49
63138	10770	B004196Y06	A1UP19XQH91JT0	Toys & Games	32	To be fair, the game DOES say that the recommended age is fourteen and up... though I still think that Vinnie Jr can get used to it if given the right amount of help and patience.	1.0	Population segment	yes	before		36
63204	10778	B0041RRX6M	AIPOQ46Q5CW6V	Baby	1	These are cute and work well for playtime in the bath and also for scooping water for rinsing.	1.0	Alternative use	yes	both		18
63205	10778	B0041RRX6M	AIPOQ46Q5CW6V	Baby	2	My only very minor complaint is they could be a touch flatter on the bottom so they could sit on their own more sturdily.	1.0	Warning	yes	both		24
63208	10779	B0041SRGG8	A3CNBO3RDKDLKS	Baby	1	I bought a grey one and paid more money than what I should have on it and what I received was a lime green one.	1.0	Other	yes	before		25
63237	10785	B00421AGHA	A1KMG1AIUS00DC	Toys & Games	4	I do think that the game can be frustrating for younger kids (6 to 9) even though the box indicates suitability for ages 6 and up.	1.0	Population segment	yes	both		23
63241	10785	B00421AGHA	A1KMG1AIUS00DC	Toys & Games	8	Read the rules carefully and dont skim.	1.0	First time use	no	after		7
63299	10796	B0042AE9EC	AD2C4BN4N7D67	Baby	3	I like that the parent units have a vibrate feature, so if youre in a louder area you will still know if baby is making noise.	1.0	Usage	yes	both		26
63317	10799	B0042D69WO	A76W5Q89R6VAQ	Baby	1	Very sweet and easy to put together... just make sure to put the legs on the correct side... the feet are angled out so its pretty easy to see which goes on which side if you just take a moment to look.	1.0	First time use	yes	after		42
63413	10812	B0042EZH6W	A2MMH4O7EDNLCV	Musical Instruments	4	I researched and found there is a program called Fuse that can interface with the amp.	1.0	Usage	no	after		16
63485	10821	B0042MEQ7A	A2RCUJFXL6ZM2	Baby	4	As he looses them every now and again, and I like to keep a few in rotation to allow for washing, we are ordering two more...	1.0	Complementary product	yes	both		26
63487	10822	B0042RTM7O	A1GFP8QNXCD2RO	Toys & Games	2	Its great except that it doesnt fit on wooden tracks like the other brands of Thomas and friends.	1.0	Warning	yes	before		18
63507	10824	B0042RU2SW	A2RQOO8VYAEZZG	Baby	13	You can remove the baby mirror  from the matt and machine wash.	1.0	Maintenance	yes	both		12
63535	10830	B00435IPFK	A1UKP70O8QHXRX	Sports & Outdoors	2	Unfortunately it is also one of the worst mounting designs on the market.	1.0	Warning	yes	before		13
63538	10830	B00435IPFK	A1UKP70O8QHXRX	Sports & Outdoors	5	This time I used a few zip ties to keep it from popping off again.	1.0	Workaround	yes	both		15
63559	10834	B00437VTJ2	AKJL096HBRAW0	Sports & Outdoors	2	Fill it with a little ice and water and good to go.	1.0	Usage	yes	after		12
63590	10843	B0043E8JKW	A2FFMW5UH8WNL5	Toys & Games	2	A couple things I dont like about it: it is quite heavy so definitly not for younger kids, requires 5 C batteries which make it even heavier and the darts bend easily since they are foam.	1.0	Population segment	yes	before		35
63601	10846	B0043G4JOA	A2QL3P9YL7T0QC	Toys & Games	3	We took it on an airplane trip recently and it was a life saver.	1.0	Usage	yes	after		14
63602	10846	B0043G4JOA	A2QL3P9YL7T0QC	Toys & Games	4	The only down side is that she has a hard time unbuckling them, but thats okay with me.	1.0	Usage	yes	after		18
63612	10848	B0043IS18I	A21Y7CI1YEVNPH	Baby	5	Just note that its LOUD.	1.0	Warning	yes	both		5
63615	10850	B0043RF43Y	A3D0HMC6RQT0N0	Toys & Games	1	I played with my 12 yr old who enjoys Bananagrams as well- this was ok, but even using 2 sets it went very quickly and didnt seem to pull us in as much as BG does.	1.0	Population segment	yes	before		33
63649	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	28	While the delay is surprisingly good, you cant customize it.	1.0	Warning	yes	before		10
63650	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	29	You cant make the repeats shorter or longer, and you cant adjust the timing of the repeats.	1.0	Warning	yes	before		17
63653	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	32	It is possible to get a somewhat clean tone by rolling back on the gain or lowering the volume of your guitar, but its mostly distortion or bust.	1.0	Workaround	yes	both		28
63656	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	35	I dont doubt that you could bang it on something and break it quite easily.	1.0	Warning	yes	before		15
63657	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	36	The switches and dials may also fail over time.	1.0	Warning	yes	before		9
63684	10854	B0043WCH3Y	A29PBACL3LZEF	Toys & Games	3	Not recommended for under 3 though, especially without supervision.	1.0	Population segment	yes	before		8
63710	10859	B0043XYXKI	A20R1TZKNB8YMM	Baby	2	Although the round hole does fit on my faucet, it became loose after only a few uses, making it so I could not use it that way.	1.0	Warning	yes	before		27
63750	10862	B00440CZTQ	A3FC2X88RBRFIZ	Baby	10	It is difficult to suck out of.	1.0	Workaround	no	after		7
63805	10869	B004478GBK	A3EK2KTYHJCPB9	Toys & Games	14	If your child loves ninjas, now they can have them!Take note that you spin the tops by hand, so no batteries are necessary but younger children might have a bit harder time.	1.0	Warning	yes	after		33
63867	10879	B0044DARSY	A1SP366J07MNU	Toys & Games	2	The only challenge is, to enjoy it you will have to buy many more parts/accessories.	1.0	Usage	yes	both		14
63890	10881	B0044DEESS	A3NEAETOSXDBOM	Tools & Home Improvement	8	I think either size will fit most ears since I dont have particularly large ears, and she doesnt have particularly small ears.	1.0	Size	yes	before		22
63898	10883	B0044KN838	A2WW57XX2UVLM6	Toys & Games	2	It does exactly what it says - you pull the small plane and it makes plane noises and the popper pops in the bigger plane.	1.0	Usage	yes	both		24
63933	10890	B0044TGS1I	A3LWC833HQIG7J	Toys & Games	14	Young kids should not use this, except perhaps when all the line is out and there is a steady wind.	1.0	Warning	no	both		20
63970	10897	B00451ACV2	A2S4YZWQ8VJPXN	Baby	2	Be advised that the color is much darker than the chocolate color in the photo.	1.0	Other	yes	before		15
63972	10897	B00451ACV2	A2S4YZWQ8VJPXN	Baby	4	It also scratches easily, so expect to use the furniture pen.	1.0	Warning	yes	before		11
64068	10911	B0045JL9ZW	A5ZSA8AOEW76C	Tools & Home Improvement	1	"I initially bought this to go along with some ""secret message"" pens that show up under UV light but my son quickly became bored with that game and I found I really liked this light for being able to see at night without impacting my night vision."	1.0	Alternative use	yes	both		47
64184	10928	B00466KX3I	A1GGWEX2RW0IRW	Tools & Home Improvement	4	Insert down as far as it will go, twist, and pull out.	1.0	Usage	yes	after		12
64219	10937	B0046LQ85A	A1HGXLP6WATS4B	Tools & Home Improvement	8	Do note that this lamp is designed for CFL bulbs rated at 13-watts or less.	1.0	Usage	yes	before		14
64292	10942	B0046RE72K	A2VCXIAWCPQ13P	Tools & Home Improvement	8	My suggestion for battery care is dont drive them until they are near exhausted.	1.0	Maintenance	yes	after		14
64299	10943	B0046UWHZQ	A1L85O96S49ID9	Toys & Games	3	"The ""most helpful review"" on here states that another reviewer took 3 hours to put the table together and she only did it in an hour."	1.0	First time use	yes	both		25
64302	10943	B0046UWHZQ	A1L85O96S49ID9	Toys & Games	6	Be prepared to spend some time organizing the items into piles and they are not labeled so you have to make your best judgement as to what that particular item is.	1.0	Usage	yes	both		31
64308	10943	B0046UWHZQ	A1L85O96S49ID9	Toys & Games	12	**you cant remove the waterfall feature alone, as it has a track built into it to connect to the corresponding tracks.	1.0	Usage	yes	both		21
64361	10950	B00477ND0Q	A2NWHDWS9B2DNT	Baby	4	The only problem is that the fabric on it stays wrinkled and it doesnt fully stretch so its not a nice item you could have in your living room.	1.0	Warning	yes	before		29
64362	10950	B00477ND0Q	A2NWHDWS9B2DNT	Baby	5	It doesnt look like the picture Amazon is using here.	1.0	Other	yes	before		10
64447	10968	B0048EFUV8	AWHC9905H6JF5	Tools & Home Improvement	9	To raise or lower the bit requires unclamping the front latch (black latch in the picture) and winding the Dewalt collar (also pictured) of the router to raise or lower the shaft.	1.0	Usage	yes	after		32
64450	10968	B0048EFUV8	AWHC9905H6JF5	Tools & Home Improvement	12	Just means you need to measure the bit height AFTER you have set it.	1.0	Warning	yes	after		14
64465	10970	B0048EKSLA	A1FDVT0DLJWV78	Toys & Games	9	However, as a life size building toy this really is top notch and most kids 5 - 10 would love to have this as a present I believe.	1.0	Population segment	yes	before		25
64503	10977	B00495ZF48	AU2QC1ERMDL7Q	Tools & Home Improvement	7	Friend of mine thought they would make decent tactical gloves too.	1.0	Alternative use	yes	both		11
64520	10980	B00499SD4S	AEL6CQNQXONBX	Tools & Home Improvement	7	The instructions were clear and easy to understand but you will need a helper to hold the faucet in place while you tighten it.	1.0	Usage	yes	after		24
64523	10980	B00499SD4S	AEL6CQNQXONBX	Tools & Home Improvement	10	If you are replacing a faucet that has a separate sprayer then you will need to purchase a plug to fill the sink hole.	1.0	Complementary product	yes	after		24
64542	10981	B0049CWJDQ	AC6CDB9KAFIJ0	Tools & Home Improvement	7	I set my fan in my sliding glass windows when it cools off at night,it does a very nice job of cooling off the room.	1.0	Usage	yes	after		26
64545	10981	B0049CWJDQ	AC6CDB9KAFIJ0	Tools & Home Improvement	10	I leave it on at night, and its not to noisy on low  speed for sleeping (its a 3 speed fan)The fan is efficient at what it does and that is move air weather its stationary or its oscillating!	1.0	Usage	yes	after		39
64549	10983	B0049JLNWW	ALT0IR9XNHWOS	Baby	3	You do not need to have Tommee Tippee bottles to use this product.	1.0	Usage	yes	before		13
64596	10994	B0049Z4UQ2	A1VHYBN1NV73LZ	Musical Instruments	2	It wont do long delays.	1.0	Warning	no	before		5
64682	11001	B004AGVARC	A1YMXGQQT7YWMN	Tools & Home Improvement	3	Be careful opening the bag they come in, I was a little rough when I opened mine and one of the caps wasnt on tight and toothpicks flew everywhere.	1.0	First time use	yes	after		29
64747	11015	B004AWE2L2	A1T7FQZEB7F6WZ	Tools & Home Improvement	6	Come with a AC and DC adapter so you have power on the go.	1.0	Complementary product	yes	both		14
64749	11015	B004AWE2L2	A1T7FQZEB7F6WZ	Tools & Home Improvement	8	The fact that you get 2 batteries, and AC AND a DC adapter makes this a no brainer.	1.0	Complementary product	yes	both		17
64778	11018	B004B0VT32	A38WJTLTZM2P85	Baby	11	(Remember to place a tea towel at the bottom of your pain to prevent the insert accidentally sticking to the bottom!)	1.0	Usage	yes	after		21
64783	11018	B004B0VT32	A38WJTLTZM2P85	Baby	16	FYI:- If you use tall skinny bottles this warmer case will not work as it is not tall enough.	1.0	Usage	yes	before		19
64795	11021	B004B5E542	A3OJO9T1RLIG36	Toys & Games	3	The bubbles dont even float, they drop like rocks.	1.0	Warning	no	before		9
64806	11022	B004B8FIZO	AIQTCLAMXS26O	Toys & Games	6	It is compatible with other wood railway tracks.	1.0	Alternative use	yes	both		8
64824	11025	B004BDOID2	A3T5ENMUR7W6M1	Baby	5	This would be a great gift also for a new family - I would recommend this to them.	1.0	Population segment	yes	before		17
64833	11027	B004BDOIRS	A37O6D506A7OO8	Baby	3	The pages inside are also pink with space alongside each photo for a description.	1.0	First time use	yes	before		14
64834	11027	B004BDOIRS	A37O6D506A7OO8	Baby	4	The color of the album is true to the color in person.	1.0	First time use	yes	before		12
64843	11029	B004BJ0SN0	A3OOGMGSJRH9LM	Baby	4	Do some measuring before you buy!	1.0	Warning	yes	before		6
64852	11031	B004BJ0SPS	A1EH2S92FHWZRP	Baby	7	My real complaint is that it doesnt have any weight to it and it can easily blow away.	1.0	Warning	yes	before		18
64883	11038	B004BUYLJ6	A10GMDGFGN7QH2	Baby	1	Just when my daughter was getting visually occupied with this, it would stop - annoying to have to stand there and rewind it again and again and again.	1.0	Usage	yes	before		27
64933	11047	B004C7OIGY	A1CIMOIAZUR7CP	Toys & Games	3	The quality seems good and its easy to put into a corner when not in use.	1.0	Usage	yes	after		16
64936	11048	B004C7QNMG	AVHY7Q07Q0UB2	Toys & Games	2	I purchased the Melissa & Doug Time to Eat Feeding Set to go with this as the bag only comes with 3 items... By purchasing the additional items we had everything a very little girl needed to care for her dolls... She loved carrying the bag and loved especially the little box of wipes...	1.0	Complementary product	yes	both		52
64951	11050	B004C94X12	A1S011SMHQ4Y1G	Sports & Outdoors	7	I really like this very safe and secure rack but would offer this one suggestion:  Be sure to tie down and secure the front wheel otherwise it will turn and spin while in transit.	1.0	Usage	no	after		34
64985	11055	B004CJ9D6W	A2KIVODZRTGY4U	Baby	13	In the middle of a freezing spell with outside temperatures in the 20s and the heat set at 68 degrees in the house, the monitor was showing a temperature of 78 degrees in the babys room.	1.0	Warning	no	before		33
64989	11056	B004CKHC4Q	A1FR5NYM6I7O7H	Baby	1	I like the ability to use this diaper bag over the shoulder or worn as a backpack without any extra straps to carry around.	1.0	Usage	no	after		24
