	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
17801	3052	B0002E4Z8M	A2E4JXFRLSUX53	Musical Instruments	1	Ive been buying gear from Alto Music since 1980.	0.0					8
21591	3777	B0002HWFV8	AUJFO0J9A2HGE	Toys & Games	8	My plan is to apply some puzzle glue and frame it like a poster.	0.0					14
59238	10153	B003ASX6G4	A1XB7JGJ459ERP	Sports & Outdoors	5	The colors are bright and the metal is all clear coated.	0.0					11
53062	9136	B002BU0PRK	A1G6PZ4QN9V2IB	Baby	10	I was overjoyed to find this carrier!	0.0					7
75690	12792	B007Y6LL1K	A2QYVKDP90508B	Tools & Home Improvement	3	The sensors work exactly as expected.	0.0					6
33048	5787	B000M8G2FW	A33ZNDBNWJTBKU	Toys & Games	7	We did receive the Green Toys Blocks for my sons birthday, but those are too big for him to really handle.	0.0					21
64152	10923	B00462PTZ4	A2IIFPUDC49ZMV	Toys & Games	2	My 2 year old does this puzzle everyday.	0.0					7
34673	6105	B000OSJKJ0	AY417SGF5G5QZ	Tools & Home Improvement	4	life still a question...	0.0					4
19203	3293	B0002GIRP2	AQZ7HGW2FF4ED	Musical Instruments	10	No complaints.	0.0					2
14263	2350	B0002D0CLM	A1C60KQ8VJZBS5	Musical Instruments	5	I bought a pack of these picks for much less money at my local music store so I would recommend looking there first.	0.0					23
15586	2639	B0002E1G5C	A3EXWV8FNSSFL6	Musical Instruments	6	I find it very hard to believe that with normal use on stringed instrument strings, somebody could manage to break this plastic tool.	0.0					23
26372	4608	B000BNCA4K	AKUCE9JFXU8GA	Toys & Games	3	He loves to hold it and chew on it and shake it around.	0.0					13
54757	9427	B002NGNF24	A10E3V94MQ9IVU	Baby	5	I suggest Fischer Price bouncers.	0.0					5
34507	6066	B000OC0AWW	A1E57U9XDQCSKC	Sports & Outdoors	2	To that, we ran out of gas for our grill so I decided to try cooking on it and to my suprise it worked great for that.	0.0					27
5535	813	B000056HND	A1NNZ6RCDQ2DCN	Baby	4	It hs traveled with us, Surved as play pin, and iven was used as the main crib for 3 monthes while we have no room for a big crib.	0.0					28
69156	11716	B0050QJTMO	A4580VMP00LVN	Toys & Games	17	It would be a great toy, if only it worked!	0.0					10
7443	1163	B000068O3X	AROOYR32BS1VL	Musical Instruments	6	com/gp/product/B001PGXKC8/ref=oh_details_o04_s00_i02?ie=UTF8&psc;=1) planet waves patch cables theyre listed at .5 feet (same as 6 inches, right?)	0.0					13
63794	10869	B004478GBK	A3EK2KTYHJCPB9	Toys & Games	3	To play the Spinjitsu battle top game, you first  build your top, put the minifigure on it, then equip him with a weapon.	0.0					23
75215	12699	B007P88B2E	A2PEIERQZR3COP	Baby	16	Even better.	0.0					2
64916	11043	B004C053BU	AB3YCSDNSKWKV	Baby	2	Its really strong and nice.	0.0					5
38279	6714	B000WEIJFW	A1IU45A3FMMY0Q	Tools & Home Improvement	5	Today, after finding the Jacobs chuck and reading the great reviews, I decided to give it a try.	0.0					18
69758	11804	B0055T5VW8	A11ZCZ874OORU0	Tools & Home Improvement	2	He was survived (at least temporarily) by his cousins, the 75 watt, 60 watt and 40 watt incandescent.	0.0					15
47964	8243	B001HBVIAW	A1M2T0J45TTE64	Sports & Outdoors	1	I have about 4K miles on my front wheel rim, 2K on the rear wheel rim with these pads (I went through 3 sets of pad during that time) and Im noticing that the rim braking surface has become a bit concave.	0.0					39
50302	8652	B001R76D42	A12DQZKRKTNF5E	Musical Instruments	18	I began reading online about muffled audio on Windows 7 PCs.	0.0					10
41909	7282	B0015S4JRG	A3TUMQ1SQE9P0A	Tools & Home Improvement	1	When the manufacturer uses weird screws, you need a weird screw driver to remove them.	0.0					15
63080	10764	B004100TKQ	A3D32QEWO8JRUL	Toys & Games	2	I love her purply eyes, I wish my eyes were this color.	0.0					12
67362	11436	B004PUMAEK	AS544CRFO01NF	Tools & Home Improvement	16	Some people mentioned a hum, but I have not noticed anything.	0.0					11
71625	12093	B005QU91JK	A1CLEHEG9J2N3J	Tools & Home Improvement	3	Perhaps this was limited to my particular pair.	0.0					8
56214	9656	B002VLP67S	A2XX3EEFS9GI18	Toys & Games	8	Defective engine?But, if you enjoy the assembly as well as the launching... this will be a great rocket kit for you!	0.0					22
4080	565	B00002N9WE	A2KMBIX6RW8KA8	Tools & Home Improvement	3	Its not well made either, just stamped metal with rough edges.	0.0					11
23630	4139	B000783NW2	AZUD9CW7CE929	Sports & Outdoors	3	Now they are not as tall as I would like.	0.0					10
46069	7978	B001DZX7C4	A2YJ5NHALRNILS	Tools & Home Improvement	26	Nothing has broken on me yet.	0.0					6
18150	3102	B0002F4VBM	A22Z554ZQ8NFPC	Musical Instruments	15	No dialing in a crunch tone then turning down your guitar volume for a clean rhythm tone.	0.0					17
18230	3112	B0002F4VBM	AFLRU6952DEFX	Musical Instruments	5	Like a tubescreamer, this thing lets a little bit of the clean signal through so you hear the distorted guitar mixed with clean signal.	0.0					24
15481	2614	B0002E1G5C	A2G8O3QXM9EGJS	Musical Instruments	4	Cutter works great, winder makes the job really fast.	0.0					9
42752	7416	B00177J4XO	A1CF35LEB56Z2H	Sports & Outdoors	3	Didnt know what to expect out of an inflatable boat, but I went for this one, after some research, and based on the reviews.	0.0					24
28986	5045	B000FE5PE2	A10PEXB6XAQ5XF	Sports & Outdoors	2	The adapter valves come in a variety of sizes and are easy to switch out depending on the receiving end / receptacle on whatever you may be inflating.	0.0					27
29381	5122	B000FNTGZC	ARAKTT5M3DDYA	Toys & Games	6	I actually expected there to be a leak somewhere by the time they were done, but it held up.	0.0					19
42211	7341	B00165P4X6	AF8MD9W8KWVJP	Toys & Games	7	Bag is attached to a Trek Domane with a Bontrager Affinity saddle.	0.0					12
8555	1324	B00008XXX1	A1YUL9PCJR3JTY	Sports & Outdoors	7	They are light, durable, and perfect for any activity.	0.0					9
20004	3465	B0002GOK08	AODIJK065X72D	Musical Instruments	4	I just wish it had a sharper point, but I can still pick fast enough with it to play speed metal.	0.0					21
19374	3328	B0002GL7ZO	A37KK1CLMULHE4	Musical Instruments	1	A snug fit for the POD HD 500.	0.0					7
36152	6369	B000RNB720	A8MQNZK3J0UEX	Musical Instruments	5	Being plastic though, you do have to be careful not to drop it or have it stepped on or rolled over, etc.	0.0					22
21768	3814	B0002INN4A	A24RZCW40TTQF5	Sports & Outdoors	3	The price , quality and value are excellent .	0.0					7
41925	7286	B0015TIZGQ	A1R0Z1AWJ7L9GT	Baby	2	Luckily my family doesnt get sick often but when anyone does get sick this works great.	0.0					16
64635	10997	B004A8ZRBA	A1GJ7UYEX30TPU	Toys & Games	5	Per the directions you are suppose to fully throttle up, then all the way down before turning the helicopter on, make sure you do this.	0.0					25
41940	7287	B0015TSW5U	AG560UPDO19YH	Sports & Outdoors	15	EDIT - The replacement knife arrived and it was a proper auto/assisted-opener.	0.0					10
11475	1850	B0002BACB4	A2Z89YMZZJWBHS	Musical Instruments	11	"""""""Built like a tank"""" is probably a bit overused when describing products but Shures vocal mics truly earn that title."""	0.0					20
30672	5362	B000HGKR6O	A2CBIB1NYHOH87	Tools & Home Improvement	4	The sockets are thinner than what I am used to seeing with other impact sockets but maybe it is the alloy used in the steel that makes it strong.	0.0					29
45180	7834	B001CEZKV2	A3W0QBWMP2V3K5	Sports & Outdoors	3	They go out and play with it from time to time in the back yard.	0.0					15
43115	7479	B00188LZ4I	A1BKJZ67UBIO2S	Tools & Home Improvement	1	Kreg should have included this in the kit!	0.0					8
38085	6685	B000W277OS	A15XNAQCAG14TJ	Sports & Outdoors	1	Best holster bar none.	0.0					4
4547	645	B00004S90L	A2MW5O8JHDH3AW	Tools & Home Improvement	44	I recently saw an episode of This Old House on a local PBS station and saw a counter top company using the Bosch 1587 to cut 1-1/4 or 1-1/2 soapstone!	0.0					27
8791	1362	B000099Z9K	A2E6QLYUC96ZZN	Baby	2	If you have bench seats in front & less than that distance, forget it.	0.0					13
42297	7355	B00166DXO2	A2Y6KBLUNU7171	Tools & Home Improvement	19	Otherwise, I found this to be a flawless device, and have ordered several of them to give out to family and friends as gifts.	0.0					24
8110	1253	B0000789TL	AX95SK36ZYIF7	Baby	3	My son loves looking at the characters and would often stop him from crying when I turn it on.	0.0					19
70929	11980	B005IFW384	A3GC9DHCHOCEMZ	Toys & Games	3	Carries it around with her everywhere.	0.0					6
11131	1792	B0001YIB1A	ALYYY88T4IYJS	Baby	1	Its okay- seems temporary to me.	0.0					5
83844	13976	B00IOGIM9S	AD79Y7D9I00QB	Baby	14	Oh, we got the navy fabric and it has not been showing any stains so far.	0.0					16
81005	13632	B00BYD5LVA	A1ITRGMT80D5TK	Toys & Games	15	Then you have the cheap cardboard pieces that build the levels that Im worried about ever taking apart because Im not sure they will hold up well enough to re-assemble.	0.0					29
24215	4239	B0007XXHHI	A1KJTPOB64ZVMW	Tools & Home Improvement	10	overall this thing can get really irritating when you have work to do and has wasted a lot of my time.	0.0					21
16032	2722	B0002E1O2C	A14VAT5EAX3D9S	Musical Instruments	2	They are very long-lasting and sound great!I would recommend these for anyone, beginners or even people who play seriously or perform.	0.0					21
1945	298	B0000222Y6	AKN5Q3PJULG31	Tools & Home Improvement	11	I pride myself on accuracy and quality of workmanship like most people.	0.0					12
44184	7660	B001ANX4SG	A3GBSKCNLBC9HN	Toys & Games	13	I do wish it was a little cheaper since I need to purchase more, but it is really worth it.	0.0					20
740	98	1603800859	A16GBXDS51J019	Toys & Games	9	With school out for the past couple of days they have had a good chance to use it over the past week and so far it has been their favorite thing to do, even over playing the Wii.	0.0					38
20435	3575	B0002GXV3A	ATB2PLCVQ2XC9	Musical Instruments	6	A small boost of the first two sliders gave my amp more bottom-end than it could ever manage on its own, and a small boost of the last two provided more of a balanced, well-rounded sound.	0.0					34
3581	495	B0000224BB	A14JBDSWKPKTZA	Tools & Home Improvement	26	With the Besseys that is possible, albeit a slightly narrower surface.	0.0					11
3721	514	B0000224RO	A27U6Q7DRYQ6TN	Tools & Home Improvement	2	There are no deficiencies in these horses.	0.0					7
2131	325	B00002232P	AEHZTE816QUW3	Tools & Home Improvement	3	My biggest complaint is that the dust attachment (DW4111) comes separately (and is not carried by very many suppliers, including Amazon).	0.0					20
35767	6302	B000R5PJX6	A1NOJYFXFNJSR5	Sports & Outdoors	2	If you aim the light correctly in the horizontal plane so that the LEDs flash right into approaching windshields, its bright enough to be annoying which as a bicycle rider is desirable - I mounted it horizontally.	0.0					36
48362	8320	B001JO9SY0	A2T1YU5H4QNAR6	Tools & Home Improvement	7	item which is a piece of rough fabric with a magnet on it literally went from being listed at under $10 to $19.99 to $78 in a week??	0.0					25
49409	8506	B001OPF6IQ	A1TOI420T8BRSC	Sports & Outdoors	2	no chafing under the arm pits.	0.0					6
49046	8451	B001NI4JWI	A3V20U36JZWEW	Tools & Home Improvement	2	However if youre a normal person whos sick of small tubes of super glue sealing themselves shut after one use consider this!	0.0					22
83577	13951	B00HCQUINY	A240FRPD4MEXND	Tools & Home Improvement	2	You wont end up with holes in your beams, walls, etc.	0.0					11
8237	1270	B00007E9C9	A1ZL24NQVD5R0	Baby	1	It dresses up the changing table and is large enough to put toys in it for storage.	0.0					17
62034	10610	B003UWY8LW	A2BLKOR5GXPZK9	Baby	6	weve had leaks with other brands and not great luck with some snaps but so far the Blueberry pocket diapers are ones that just cant be beat!my review of these vs some other brands can be found on this Blueberry Giraffe print one we have too - http://www.	0.0					48
63736	10861	B00440CZTQ	A2115DMKNH9B7U	Baby	9	Ive very glad that I found it!	0.0					7
62195	10643	B003VWKPHC	A2KI91IR3RA7D0	Musical Instruments	4	I bought a Korg GA-30 that was about the size of a credit card with a built in microphone to tune acoustic instruments about 8 or 10 years ago.	0.0					26
27284	4771	B000CDT4VQ	A1WQNVR4H66YX9	Musical Instruments	3	Even my Fender Standard Telecaster came sans-case and I had to coax the salesperson to throw in a gig-bag as an incentive but even that was back in the day.	0.0					28
43400	7517	B0018RMB8I	A2D2E5B2XC8YV9	Sports & Outdoors	19	Forget about getting another knife because this one wont get a sharp.	0.0					12
53	14	786958731	A2SXMER38SJTQ5	Toys & Games	3	This was designed well and plays well.	0.0					7
55073	9465	B002PEGT9U	A2FZQF0MH29VYN	Toys & Games	39	I was a little surprised at how much time it took to assemble.	0.0					13
70781	11953	B005GNT7CI	AZFFY0NTIDD3Y	Tools & Home Improvement	11	All in all, this is a high-quality flashlight.	0.0					7
15695	2664	B0002E1G5C	ALHC64J88LVWO	Musical Instruments	1	When I first saw this item I wondered:  Why is the regular guitar version $6.99 and the bass version only $4.99?Suddenly an amazing clarity came over me and I realized-- the bass version only has to tune FOUR strings instead of six.	0.0					41
32904	5763	B000LXA9M0	A31SJDPYIPNGW7	Tools & Home Improvement	1	What to say?	0.0					3
35056	6170	B000P9H4VY	AMZSZI2DRCC5P	Tools & Home Improvement	1	I think this is a  great saw.	0.0					7
11093	1784	B0001WC6XQ	A2MGXC5NAYZYMC	Sports & Outdoors	7	The arc lock system is the reason I love these knives.	0.0					11
29382	5122	B000FNTGZC	ARAKTT5M3DDYA	Toys & Games	7	Last night the adults were doing the same, though not quite as rough.	0.0					13
20793	3631	B0002GZ052	A3F1GM7ZAZD1SW	Musical Instruments	8	This is because the digital device will take two measurements of pure resistance at either end of the rocker.	0.0				after	19
74071	12502	B0071GPAXS	A111O9GC5BRQMR	Baby	8	When the seat is inclined the canopy can be pushed down to almost shield the child completely.-Adjustable footrest - I kept the footrest up when my baby was young and even attached the bassinet flaps.	0.0					33
70014	11849	B005ACUOKO	A35Z9M9AM0HL4T	Baby	6	We shoved a blanket between the crib and the mattress on one end to make the mattress fit more precisely, since there was a gap of about an inch or two.	0.0					31
65161	11079	B004DC9TA8	AWVBRIV3HQ2BI	Baby	15	The hood of this stroller is so great, it extends farther than any stroller Ive seen, which is perfect for when the sun is right in my sons eyes.	0.0					29
49444	8512	B001OPNVWY	AQREGOA044IWN	Sports & Outdoors	17	Does good damage.	0.0					3
75645	12781	B007XPLI56	A5KKASK7J5YSQ	Toys & Games	1	she loved it no batteries needed and fun with all ages daddy loved it as much and the 5 year old  it was a hit gift	0.0					25
8239	1271	B00007E9CC	A3G2V29P8SU2G	Baby	2	Im only giving three stars because Im not over the moon for it.	0.0					13
32652	5721	B000LG7G0A	A33Y8C4818EJL0	Tools & Home Improvement	4	I simply dusted it off for several years, and then finally replaced it last year when we repainted the room.	0.0					20
76963	12975	B008GRI010	A262582Q70DT9M	Toys & Games	31	Both are examples of trash powering or powering up cards.	0.0					10
28591	4971	B000EWKAKO	A37QUQPYFMR9Y9	Sports & Outdoors	14	On this device, even though youre on your knees, your weight becomes distributed (which is why this device also works your arms and shoulders... youre naturally adding more weight as you do the motion, causing you to work harder.	0.0					39
63781	10866	B00440CZXM	A28UKQHMI5NINQ	Baby	4	Nothing worked.	0.0					2
45918	7955	B001DRLI3M	A2NCQLKIQ44WVR	Tools & Home Improvement	10	Another insert in the package states:BREAK IN PERIOD - Initially your diamond stone will seem especially rough.	0.0					17
65635	11163	B004GJXM4C	A3NGHV3GRKK7PY	Baby	3	I am going with a jungle theme but this wont be the set to get me there.	0.0					17
29232	5098	B000FK3WDC	A3A33SQ84DDDJG	Toys & Games	2	Can we give it negative 5 stars?	0.0					6
6154	912	B00005BX4Z	A22JYPSJND9MF5	Baby	9	Out kitchen is odd shape so child proof gates dont fit.	0.0					11
74072	12502	B0071GPAXS	A111O9GC5BRQMR	Baby	9	As she grew I was able to put the footrest down.-Huge Basket - I crammed groceries, diaper bags, and even laundry into this amazing basket.-Amazing air filled tires - the three wheel design made it so easy to push.	0.0					35
8647	1337	B000093ILC	A12T7VTQ1Q41WU	Sports & Outdoors	1	I had to edit this because I gave it a 2 star rating.	0.0					12
13633	2207	B0002D0B4K	A3ZBLSAPZB9LE	Musical Instruments	20	I immediately bought a 2nd set for my small Hafler speakers.	0.0					10
19603	3377	B0002GLDQM	A30GZDBGNP2366	Musical Instruments	1	Does what it is designed to do, it holds about 6 picks.	0.0					11
32399	5672	B000KLZ4QY	A2XU05HMRRB1HS	Sports & Outdoors	3	other then that very pleased.	0.0					5
72706	12268	B006C5WBT0	A3KY45VSR20OTB	Toys & Games	15	It wouldnt bother me so much if not for the fact that the price of the dolls are going up.	0.0					20
44579	7718	B001B52RIQ	AJ16HQ7HA168D	Sports & Outdoors	5	However, there was one skateboard we bought from KMart that had a nut much bigger than any of the wrenches on this tool.	0.0					23
59827	10248	B003DTL2ES	A1972SLYV4UD48	Baby	14	However, if you are a minimalist packer looking for a very nice, stylish bag, this may be the one for you.	0.0					21
69493	11764	B0052MIKXK	AIJQU979J6UFY	Tools & Home Improvement	16	Now, the reciprocating saw was by far my favorite.	0.0					9
14680	2445	B0002D0JZ6	A15TYOEWBQYF0X	Musical Instruments	8	Now I can take the Fender or Gibson electrics rather than the acoustic.	0.0					13
79957	13473	B00B3G8UGQ	A3JPFWKS83R49V	Baby	4	Little John or Jane sits down on the potty for some quick relief and places an ipad in the holder for some fun and entertainment.	0.0					25
56279	9669	B002VWZU7S	A2E31EI0X96XP3	Baby	3	We love all the toys on it and it looks and feels very durable.	0.0					14
30419	5322	B000H6NMM0	A148W98V1W7EIC	Sports & Outdoors	2	The front one with turn if you really torque on it but under normal use it is fine.	0.0					18
67773	11503	B004SGRW6C	AI8EMB0HUC6Z5	Toys & Games	3	It might be sturdy enough for boys to bash away for a while but I doubt itll handle one solid blow from an adult male.	0.0					25
39733	6946	B0010KCP98	A34UQQ1DPQ31IH	Musical Instruments	1	Nice amp for the money but couldnt push a single Peavey SP218 Sub, so I moved this amp to push a pair of dual 15s, still had trouble getting the range that I needed, so I have this amp now as a back up and will probally use it for powering a single EV18 sub rated at 500 watts, it should handle it nicely bridged, I will keep you posted.	0.0					66
59475	10195	B003BMGU2G	AGFW667QNHDOY	Toys & Games	11	The score pad is quite small (with very small print too) and each sheet has to be torn off and unfolded to write on it.	0.0					25
58381	10010	B0037M62AK	A27PF2GVKMJSAA	Musical Instruments	1	This strap has a fantastic old-school look and vibe, and Ive never had it slip off while playing.	0.0					17
29696	5181	B000G80O4I	A335UURZ8LMU7Y	Baby	16	The reason I give it 4 stars is the harness system doesnt fit my daughter well.	0.0					15
15645	2653	B0002E1G5C	A91PW87FR65XH	Musical Instruments	3	It didnt come with much of any instructions, so I was using it wrong at first.	0.0					16
48787	8398	B001M0O1BG	A1PUZGR591Z1WD	Tools & Home Improvement	5	!Either way - GearWrench Tools ARE AMAZING - especially since Amazon has them PRIME... and at GREAT Prices... let alone not being able to find these quality tools locally in your big box stores or auto parts stores.	0.0					36
61664	10548	B003SRB6CI	A3CIUU27YF5VNR	Baby	6	It was not exactly bold, but a tad too bright, especially when contrasted with the old PBK green gingham that my girl has inherited in her room.	0.0					27
43995	7629	B001ABLN4K	AJZKVKC0FIAYU	Sports & Outdoors	7	Did I get a lemon?	0.0					5
36302	6388	B000RW0O02	AMTQJ1ZZ58BO4	Musical Instruments	15	I use my GE-7 with the BOSS NS-2, and the NS-2 completely removes the white noise generated from the GE-7.	0.0					16
45585	7902	B001CZ4ZN0	A3IMRRH34AZQIJ	Sports & Outdoors	6	I put my weight on it several times (175lb) after making it as tight as possible in my doorway.	0.0					18
48631	8370	B001L8IJ0I	A2NYK9KWFMJV4Y	Musical Instruments	16	Those are hardly significant complaints since I sometimes regret selling my second one because if something happens to the one I still have I would replace it immediately.	0.0					28
16810	2874	B0002E2KPC	A5MC7LP0ZBO4Q	Musical Instruments	4	Tension is perfect for my Washburns.	0.0					6
56850	9754	B002ZCYC6E	A1RK5GJ4M1OWAF	Toys & Games	4	are educational and fun for toddlers.	0.0					6
29807	5197	B000GB1R5K	AMTF0B4VKQRPG	Sports & Outdoors	1	I have been purchasing this model (or very similar) Casio watch for nearly the last 14 years.	0.0					16
28559	4970	B000EW80Q0	A3GT2EWQSO45ZG	Tools & Home Improvement	90	RH (or just R) and RC, generally these use a common (same) wire and most replacement thermostats have a preinstalled jumper (this one does as well.	0.0					26
61340	10503	B003P08OMS	A274MXTX3DYLUV	Tools & Home Improvement	14	So, at this point in time it turns on and off fine.	0.0					12
81999	13773	B00D5WQ0LI	A12E0Y0J6584RT	Baby	1	The Peg Perego USA Book Stroller is truly a top notch stroller.	0.0					12
36962	6509	B000U3BRYK	A3TB9Y868FE0E6	Sports & Outdoors	6	Aside from that complaint, the quality is excellent, and it takes every beating you throw at it.	0.0					17
10782	1726	B0001D12XA	A3IT0D89UUN9L8	Baby	15	Waking up to that beautiful sleeping face in the morning, nothing beats that!4.	0.0					13
73088	12331	B006M9NJIS	A3EUK7QLXDPW66	Sports & Outdoors	3	The sheath is well constructed and the built-in fire starter, diamond sharpener and whistle are nice features not usually found in a knife.	0.0					22
54779	9427	B002NGNF24	A10E3V94MQ9IVU	Baby	27	Unfortunately, even at the loudest music level, I could barely here the music when the vibrate setting was on.	0.0					19
65387	11114	B004EWGDBU	A3R85GLSADFGOA	Baby	13	I hadnt noticed until now since I usually push it directly to the car and then back into the house.	0.0					20
53845	9272	B002H3B1HO	A33PKV49WACFG1	Sports & Outdoors	2	Like the previous reviewer, I received the Kanteen with its rubber O ring attached to the kanteen itself instead of the cap but I think it was intended to be attached to the inside of the cap but just got stuck to the kanteen.	0.0					44
44532	7709	B001B0VDC2	A3DECRYWZZM0SO	Tools & Home Improvement	6	Some over spray dripped onto my garage floor and it quickly dried into a milky white substance that I could scrape away with a fingernail.	0.0					25
8578	1325	B00008YSRN	AYWO4G4XS5XC5	Baby	3	We cant express how much we LOVE the Dr. Browns bottles.	0.0					10
21412	3764	B0002H0FMO	A1LQC225SE8UNI	Musical Instruments	1	80/20 strings blend really well on my cheap Jasmine guitar.	0.0					9
39370	6895	B000ZDKUTI	A2T2DZW013GHRW	Sports & Outdoors	2	Sticky outside of holster stays put.	0.0					6
83521	13941	B00H02C9TG	A356RFKNIG043B	Musical Instruments	19	But it does sound good, though as it may be used for portable purposes, you might want to wrap it for transport in a little hand towel or such to make sure shocks dont mess with it.	0.0					37
47718	8198	B001GXPZEQ	A39XMXZBKNZ0AO	Tools & Home Improvement	1	Bought this for my ex after we split up so she could have a basic toolset to do things at her new place.	0.0					23
2832	400	B0000223RS	AAEZ7MJ0OUZB4	Tools & Home Improvement	1	Not yet used.	0.0					3
38957	6828	B000XWLBOE	A1ZBC4CMQ3SA39	Tools & Home Improvement	8	Great little nailer.	0.0					3
22767	4006	B00067TAWG	A3682Q1P1DZEPJ	Toys & Games	2	Purchased this for my two grandsons since they were disappointed in the boxing glove set that came without a stand.	0.0					20
80274	13515	B00BD50T2U	A2KPDRY4YRR7WP	Tools & Home Improvement	4	Small cosmetic flaw and perhaps a design flaw as well?	0.0					10
70367	11905	B005EM77G4	A328PUV3WSX4NI	Tools & Home Improvement	23	o Very bright for a 3 watt bulb.	0.0					7
5402	795	B000051ZOO	A2AVQKTJCOA7DX	Tools & Home Improvement	1	First of all, let me just say a word about any portable planer.	0.0					13
64267	10941	B0046QU5EK	AE7WZ5DBOH8WO	Toys & Games	16	The gun is a little longer than the Maverick, which is somewhat expected with the addition of the front barrel-mount, but it feels like it could have been shorter.	0.0					28
75233	12704	B007Q0OGE8	A2V325C5TYPZTQ	Toys & Games	1	These are great for my 4 year old daughter as she can easily work with the duplos.	0.0					16
28825	5014	B000F8I5AE	A3J7O11ECNX6T7	Toys & Games	1	I purchased this for my son, who has Autism.	0.0					9
26552	4646	B000BQKBYS	A16EIVIBBXFAQ0	Tools & Home Improvement	3	It wraps nicely around corners, and grabs hold firmly to walls.	0.0					11
37198	6554	B000UMFT22	A1YRCG44URSYZ8	Sports & Outdoors	7	So I highly recommend this!!	0.0					5
33899	5944	B000NJJ1MQ	A381HM3XAV5SA	Tools & Home Improvement	7	I really hoped that it had not had the key option to be more secure.	0.0					15
1844	291	B0000222VJ	A1U7DFGU61EDWO	Tools & Home Improvement	3	Very powerfull and very precise.	0.0					5
38706	6788	B000XKUPDO	A3Q1RL03VCGX11	Sports & Outdoors	1	It uses an included skewer.	0.0					5
74526	12580	B007ADIOO4	A3H3YRN0YKQBM8	Toys & Games	4	The Yellow piece above the slide acts like a shower head which my son thinks is funny.	0.0					17
74198	12515	B0073H6QUG	A2AKWXPMGQ8WFR	Baby	30	We have the limited edition neon model.	0.0					7
59376	10176	B003B1UAT6	A303SNZ4AR7TDQ	Toys & Games	26	Hits on ships are marked with red cones that you stick on, and sometimes you have to take off a gun turret and put on a cone, which is kind of annoying.	0.0					32
9418	1461	B0000AQRST	A34IJACMU8C3IM	Musical Instruments	14	A best value for sound companies, home studio recordists and touring musicians.	0.0					12
79213	13362	B00AHPZY6S	AM188RARFCUSA	Baby	41	There is a carry strap on the side.	0.0					8
62127	10627	B003VWD3QC	A3JLHAA6JFUHYZ	Baby	5	Just wanted the buyer to beware that the function is perfect, but the paint could wear off if not handwashed more times than not.	0.0					24
4556	646	B00004S9AG	A1W83LEYOCCLZB	Tools & Home Improvement	2	My remote is on my belt, so I can turn on the dust collector from any location within my shop.	0.0					20
58021	9956	B0035Z1GBY	A3VNL3FSJK7ISG	Baby	8	Will buy again for the size of it.	0.0					8
81706	13732	B00CS1WD9A	A16B4Y9FEFZHIQ	Toys & Games	10	I found the scrolling to be too fast, that part of the screen is too sensitive.	0.0					16
43016	7464	B0017VM2NY	A1MFARTPOQ9XXJ	Baby	6	Also, when installed on the base, our son gets a few extra inches of height and he loves to look out the window.	0.0					23
76722	12944	B008CCE7PM	A20HKXJ6HOUJ91	Tools & Home Improvement	3	Yes, wobble.	0.0					2
7202	1094	B000068NW5	A1DVUFG2QSJ6IK	Musical Instruments	1	This is good cable.	0.0					4
77399	13054	B008RT6G7C	A2WW57XX2UVLM6	Toys & Games	3	There are two kinds of Angry Birds Star Wars fighter pods sets: Jenga and non-Jenga, and they have different-sized figures and launcher pegs.	0.0					21
49142	8461	B001NQHN7S	A2PNW6QDW8OPY0	Toys & Games	1	My something really enjoys his vehicle I had one of the child he has one as a child very good perfect purchase for a toddler	0.0					25
51985	8945	B0025VYL48	A33I2QPDVMIF2W	Sports & Outdoors	1	good, sturdy, well made.	0.0					4
44568	7716	B001B3J77M	A4VPGEYDALPQQ	Sports & Outdoors	4	The only complaint is the black finish on the blade.	0.0				before	10
44179	7660	B001ANX4SG	A3GBSKCNLBC9HN	Toys & Games	8	And the thing is they dont get tired of rody.	0.0					10
81707	13732	B00CS1WD9A	A16B4Y9FEFZHIQ	Toys & Games	11	The selection pad on the right is a scroll selection of drawing tools.	0.0					13
1332	207	B00000ISKK	A1MIP8H7G33SHC	Toys & Games	3	He makes all the noises for each one.	0.0					8
81160	13650	B00C3XHSCA	A2AEFJLAIDWRIR	Toys & Games	32	&#61514;Kids are gonna like this set because of the minifig and hey kids will mostly like the speedor (Kids will enjoy any toy even if it has faults.. they are kids after all!!).	0.0					34
38583	6762	B000X4EUJK	AWKUISMLNVNCE	Baby	4	After I made a little stack of them it was much easier.	0.0					12
16501	2807	B0002E2EOE	A26M5O53PHZTKN	Musical Instruments	1	I love the idea of this but I wish I had spent more for a better quality version.	0.0					18
18921	3239	B0002F7K7Y	A2ZGBCQPF5Q17N	Musical Instruments	2	I get long life and very good clarity from DAddarios.	0.0					10
38038	6678	B000VZKEWS	A1Q6658P5Z5VWZ	Sports & Outdoors	3	"Anyway, I have the MacBook air 13"" (very thin)."	0.0					8
68932	11688	B004ZK6LAY	A5BRRY2CB1HX9	Toys & Games	8	the box is soo pretty too.	0.0					6
78925	13316	B00A88G6EI	A1QGZN7SRR122S	Toys & Games	9	He fits tightly in the back and deploys easily.	0.0					9
63929	10890	B0044TGS1I	A3LWC833HQIG7J	Toys & Games	10	In practice it was very easy.	0.0					6
77968	13146	B0095YY7GU	A2J5I8EPWXJEGB	Baby	6	PS- favorite swaddle- miracle blanket.	0.0					3
