	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
55127	9474	B002PX6LUS	A3VNDA72TT0CI8	Tools & Home Improvement	6	The hold feature is nice to retain the measurement but it will not lock the rulers so if you want to move the protractor to another workpiece then you will need to move it carefully or try and recreate the angle using the digital reader.	1.0	Workaround	yes	after		45
55131	9475	B002PXR9CW	A325L7U6NMAOI4	Baby	2	As others have noted, it neither giggles, makes silly sounds, nor is easy to grasp.	1.0	Warning	yes	before		15
55146	9479	B002Q0WT6U	ANVQ2KPZUNR4R	Musical Instruments	3	No need to try mix rosin when a new bow with the rosin labeled on the bow will reduce the mystery of trying to figure out which bow to used in different temperatures and humidity.	1.0	Usage	yes	both		35
55215	9486	B002Q8HGQA	A3V7D0LH8L7BG0	Tools & Home Improvement	11	One minor thing: it does not come with the strap like shown in the product picture.	1.0	Other	yes	before		16
55239	9490	B002QB9UIE	A5GH0YNIDP48P	Toys & Games	11	Overall, I would recommend this set for toddlers but I would also like to suggest that non-Calico Critter furniture/accessories be used with them.	1.0	Complementary product	yes	after		21
55289	9500	B002QVUROU	A32NEDX6UVV8DE	Tools & Home Improvement	2	From tying by boat to the dock to tying something on top of my car, to lifting things, it works great.	1.0	Usage	yes	both		21
55333	9503	B002R1ZYEM	A26R7LLAFTPC3U	Toys & Games	8	I dont think it needs to include balls with it, but make sure everything is clear about them NOT being included.	1.0	Warning	yes	before		21
55340	9504	B002R26LZM	ACR77COG7N9Q9	Baby	5	If you are going to use two carseats just remember that this only comes with ONE carseat attachment so you can buy another for like 30$.	1.0	Complementary product	yes	before		25
55359	9508	B002R7Q7ZG	A3211IGL56WLBK	Baby	5	The only thing I didnt realize was that the frogs eyes are not black, theyre cut out.	1.0	Other	yes	both		17
55362	9509	B002R84806	A2YCR3RK42OYAG	Baby	1	These work for younger toddlers who dont mind wearing bibs.	1.0	Population segment	yes	both		10
55368	9511	B002RBRCQ0	A16G1TD9YXM6ZO	Toys & Games	2	It took well over the 24 hours suggested for them to open and then they dont look very good.	1.0	Warning	yes	before		18
55370	9511	B002RBRCQ0	A16G1TD9YXM6ZO	Toys & Games	4	Some of the party guests told me later they had to pry them open.	1.0	Workaround	yes	both		14
55381	9513	B002RC2UN4	A2HN5AMWG02F1	Sports & Outdoors	7	Just keep the safety latch pressed while you insert the knife and push the knife straight down.	1.0	Usage	yes	after		17
55417	9518	B002RL808Y	A2CONPR29H76S7	Baby	5	He is now 12m (28 height) and it finally fits him OK.	1.0	Size	yes	both		10
55432	9519	B002RL8ODK	A201HY390D0WJC	Tools & Home Improvement	3	I could see the more expensive aluminum model being better for a contractor or someone that needs to take it various places.	1.0	Usage	yes	before		22
55511	9533	B002RWT87U	A9RTRKZM3IEOY	Toys & Games	16	Note:  This is NOT waterproof, though we mainly use it indoors.	1.0	Warning	yes	both		11
55521	9535	B002S0NR0K	AGOHOOWMXDDSO	Baby	2	It has a mesh inner bag that can be removed with the laundry and washed as needed.	1.0	Usage	yes	both		17
55523	9535	B002S0NR0K	AGOHOOWMXDDSO	Baby	4	Its large but not obnoxiously so.	1.0	Size	yes	before		6
55531	9536	B002S0NVMO	A3K09KNPZC2B9M	Baby	7	Higher than all Maclarens, more stable than other umbrella strollers plus it reclines automaticly without belt udjustments.	1.0	Usage	yes	before		17
55537	9536	B002S0NVMO	A3K09KNPZC2B9M	Baby	13	There is also a head pillow so it holds the head especially when child is asleep.	1.0	Usage	yes	both		16
55538	9536	B002S0NVMO	A3K09KNPZC2B9M	Baby	14	The handles are soft and long enough even for tall people.	1.0	Population segment	yes	before		11
55558	9538	B002S6CF0M	APW0OINC8LISZ	Tools & Home Improvement	5	Anyway, the lamp was easy to assemble, (about 15 minutes including unpacking time).	1.0	First time use	yes	after		12
55562	9538	B002S6CF0M	APW0OINC8LISZ	Tools & Home Improvement	9	So, if you wold like a spare bulb, buy a 190 watt bulb.	1.0	Complementary product	no	before		12
55566	9539	B002SCUK1W	A3Q90JARBPQ51Y	Toys & Games	2	I bought one for each of my sons, and we used double-sided foam tape (not included) to stick them to their bed-posts.	1.0	Workaround	yes	after		20
55567	9539	B002SCUK1W	A3Q90JARBPQ51Y	Toys & Games	3	There are holes in the base so that you can mount it with screws, but screws oddly were not included.	1.0	Complementary product	yes	both		20
55574	9540	B002SDD7LQ	A3IGJV89ZFDRAG	Baby	2	They also made him pretty gassy, so we switched to Dr. Browns.	1.0	Warning	yes	before		11
55612	9546	B002SG7JGM	A2IRUSJ8YQMBHQ	Baby	2	Hes a bit too hard for a little baby but an older baby will have fun with him.	1.0	Population segment	yes	both		18
55613	9547	B002SG7JY4	A2TTHN1UMO82VY	Baby	1	This bouncer is good for people that travel or live in a small home easy to fold, the features this bouncer have are great music, heartbeat, sounds of the sea two types of volume or mute and vibration mode, and the toy are pretty, is a very nice bouncer and you can buy this for a baby boy or a girl.	1.0	Population segment	yes	before		61
55630	9552	B002SMZS32	A29XWDJKTCE5L0	Baby	2	I was flying alone and needed both hands to do it.	1.0	Warning	no	before		11
55632	9553	B002SPU2YY	A27VARPUWXF4Q9	Toys & Games	1	Love these they are great for jewelry, hair bands and my favorite keeping wrapping paper from unwinding.	1.0	Alternative use	yes	both		17
55643	9555	B002SQW38Q	A1GFN7SFM023UZ	Toys & Games	5	Great quality - we attached a play tunnel to the entrance of it with the other end leading into an under-the-table fort - SO MUCH FUN.	1.0	Complementary product	yes	after		23
55666	9562	B002SWK6A2	AM9Y56LRNKL1R	Baby	2	However, I find they leak very easily.	1.0	Warning	yes	before		7
55744	9582	B002TOKHSK	A1Y9S96JC9LIRN	Baby	1	Its very cute, but the hood was too big for newborn.	1.0	Population segment	no	before		11
55794	9593	B002TUTOYW	A374USXRZQQGO2	Baby	6	It not only is a highchair but also a removable booster chair that we can attach to our own dining chairs when she is older.	1.0	Alternative use	yes	both		25
55807	9596	B002TYK4A6	A3E26PBVVR6KFT	Tools & Home Improvement	1	This control turns OFF when a temperature is reached.	1.0	Warning	yes	before		9
55838	9601	B002U41OI6	AVC8URKEZ2PQS	Baby	6	I had to use the towel like other reviewers; I dont see how you can properly install it rear facing without using a towel.	1.0	Workaround	yes	after		24
55866	9607	B002UD65YA	A2UG6RHOT2F66I	Baby	3	In fact, sometimes we have to pre-soak it before putting it in the wash to get stains out.	1.0	Usage	yes	both		17
55903	9614	B002UHJDFO	A3NXB9ZA9XRL4T	Baby	7	Anyway, It does come in great handy when carts and high chairs dont have straps to use, but if  keeping the gross out of reach is your goal, this probably isnt the right product for you.	1.0	Usage	yes	both		36
55943	9618	B002UK3OQK	A3MWSMBRIWGPVB	Baby	32	Seriously, having a unified color for each size sheet will simplify your life for YEARS to come, especially if you have more than one kid.	1.0	Usage	yes	after		25
55953	9619	B002UMAIH6	A18UVHCREY2RE2	Tools & Home Improvement	10	I have problems when trying to switch the mode... sometimes I accidentally unscrew the extension tube instead of the mode switching part of the light.	1.0	Usage	no	both		25
56016	9624	B002US8D5Y	A3GHS3IKR8SSEG	Baby	5	Too soft.	1.0	Warning	no	before		2
56017	9624	B002US8D5Y	A3GHS3IKR8SSEG	Baby	6	Now we use it as covers or burp clothes.	1.0	Alternative use	yes	both		9
56049	9632	B002UXQRH0	A1TBWRXV7KVHPC	Baby	2	Its extremely durable and holds up well even to the dishwasher sani hot rinse cycle.	1.0	Usage	yes	both		15
56135	9647	B002VA464S	A38L9I59GH34O0	Musical Instruments	9	For those who would try this for guitar, remember this is a sensitive compressor mic and you will get a very loud recording you will not like.	1.0	Usage	no	both		27
56161	9650	B002VBXY5E	A1EHU4MGKKVCPE	Baby	3	If you are looking for portability then this is a great swing, but keep in mind that NO travel swing will be as powerful as a full-size model.	1.0	Usage	yes	before		27
56167	9650	B002VBXY5E	A1EHU4MGKKVCPE	Baby	9	If your child is used to a full-sized swing, this swing might not move vigorously enough to rock him/her to sleep.	1.0	Usage	no	before		19
56169	9650	B002VBXY5E	A1EHU4MGKKVCPE	Baby	11	A tip for all swings: Use good batteries (Duracell only) to get the most vigorous swinging out of your swing.	1.0	Usage	no	both		20
56178	9651	B002VEC86M	A2PXVMF9DH8NDZ	Toys & Games	4	It is quite large, but not heavy.	1.0	Size	yes	both		7
56179	9651	B002VEC86M	A2PXVMF9DH8NDZ	Toys & Games	5	The foam material makes it safe.	1.0	Other	yes	both		6
56198	9653	B002VECGT6	A2Y29IRSI08F0I	Toys & Games	2	Many of the pieces do not fit properly which makes the game too hard to smaller kids.	1.0	Warning	yes	before		17
56202	9654	B002VECKTC	A320R14BY07RU4	Tools & Home Improvement	3	Was also easy to put gas on it and can get a cheap adapter to put 10lb rolls of wire on it.	1.0	Complementary product	yes	both		21
56205	9655	B002VECNMQ	ARL9WLE2T4EO6	Tools & Home Improvement	3	No low battery alarm but if you replace them long with your smoke detector batteries, you should be fine.	1.0	Maintenance	yes	both		19
56217	9657	B002VLW9XM	A38EJO6U3BDHML	Baby	3	I was unimpressed with them when they shrunk after washing and drying them the first time out of the package!	1.0	Warning	yes	before		20
56250	9664	B002VWD3V8	APTCPP95D22TQ	Baby	2	BUT, they do stain pretty quickly and so Ive had to replace them a couple times already.	1.0	Usage	yes	both		17
56262	9666	B002VWK5SM	A3I0IOKS3IV3WY	Tools & Home Improvement	3	My hands are a little bigger than average, but this drill is so big around that it is difficult to have good control with one hand, plus the trigger is so far down the handle it is necessary to use one hand on the trigger and the other one behind the head to put sufficient pressure on the head to drill metals or use a screwdriver bit without slipping.	1.0	Size	yes	both		69
56285	9670	B002VX0A40	A2QJW5PBH2EAK0	Baby	5	The rattle that is attached to the dragons right hand is made of rather hard plastic.	1.0	Warning	yes	before		16
56289	9670	B002VX0A40	A2QJW5PBH2EAK0	Baby	9	I was concerned enough that I actually cut the string attaching the rattle portion to Dee Dee to avoid any possible self inflicted injuries.	1.0	Workaround	no	after		24
56351	9683	B002WDAW5Q	ATE9TQ0GKMASV	Baby	5	has easily beaded off and wiped clean.	1.0	Maintenance	yes	both		7
56354	9684	B002WDEIVA	A3NKO0NUFLCF92	Baby	3	I have two of them in case I need to wash one but the pillow underneath has always remained dry.	1.0	Workaround	yes	both		20
56357	9685	B002WGI5NO	A1UQK2YO0RLGK5	Baby	3	my only complaint is that i think its a bit too big to blow up by mouth so you really need a foot pump or something which makes it not so easy to deflate and inflate all the time.	1.0	Complementary product	yes	both		39
56376	9687	B002WGI5QG	A2PJKYJRQUKNI4	Baby	6	The downsides to this bottle are that your baby/toddler can poke the nipple into the bottle, and then it leaks everywhere.	1.0	Warning	yes	both		20
56382	9688	B002WGI5SE	A3U3VFTHX8491C	Baby	1	Within the first minute of use, my baby was chipping the paint off of the outside of the bottle with his teeth.	1.0	Warning	yes	before		22
56392	9689	B002WGMEY0	ADC6NIWLXP6H	Toys & Games	9	Just make sure to stock up on batteries!	1.0	Complementary product	yes	both		8
56412	9691	B002WJH9WO	A3ICIFOVOQX9V3	Tools & Home Improvement	7	The pictures I posted are of a 1/2 shank lag bolt I used to hang my 1/2 drive corded Milwaukee drill under the shelf.	1.0	Usage	no	after		22
56430	9692	B002WJI60S	ARCPT8O0171Z7	Toys & Games	9	Beware: you probably will not receive the plush pictured.	1.0	Warning	yes	before		9
56456	9694	B002WN20F6	A12JNXE6NHRWGW	Baby	18	You have to watch the straps.	1.0	Warning	no	after		6
56459	9694	B002WN20F6	A12JNXE6NHRWGW	Baby	21	I had to get a neck pillow to keep his head from falling too far to the side when he sleeps.	1.0	Workaround	yes	after		21
56462	9694	B002WN20F6	A12JNXE6NHRWGW	Baby	24	It is pretty tall, but I drive an 06 Kia Sorento, and it fits no problem.	1.0	Usage	yes	before		15
56474	9695	B002WN20GA	A2ZHO81NPNURUD	Baby	12	If you dont think hes reclined enough, you could wedge like a pool noodle or a rolled up towel underneath the carseat.	1.0	Workaround	no	after		22
56513	9700	B002WN2B82	A3F8LMJKR5HAH4	Baby	1	when I first got mine out to use it I thought it was broken because the steamer light wouldnt stay on.	1.0	First time use	no	after		21
56515	9700	B002WN2B82	A3F8LMJKR5HAH4	Baby	3	The water goes directly onto the heating plate.	1.0	Usage	yes	after		8
56542	9703	B002WP9O5I	A2S8LAST4NORYW	Baby	4	I have also clipped it to the stroller while having my older child hold on to the other end... making it much easier to push the stroller.	1.0	Usage	yes	after		27
56543	9703	B002WP9O5I	A2S8LAST4NORYW	Baby	5	The ribbon is a bit slippery, as another reviewer mentioned, so it wont hold the length that youve adjusted IF you tug or pull on it.	1.0	Usage	no	both		26
56560	9707	B002X3VIDU	A10F0D8JQU9WBB	Toys & Games	3	I washed it on warm & the black color from the dots/head moved to its face :()that is why I turned around and bought two Unicorn pillow pets.	1.0	Maintenance	yes	both		26
56610	9718	B002XMRGMS	A1OYUIXM2Z81S3	Baby	2	Its definitely made more for a toddler.	1.0	Population segment	no	before		7
56620	9722	B002XULJE6	AK1N85APU8E3Y	Toys & Games	2	This airplane is extremely heavy-duty and is perfect for anyone with multiple kids.	1.0	Population segment	yes	both		12
56640	9723	B002XVPUAO	A29WPOE56CCG1X	Tools & Home Improvement	12	And you might want to know that metal foil tape does not adhere to these very well.	1.0	Usage	yes	after		17
56708	9736	B002YIG58W	AIXTKOGCVXQUH	Tools & Home Improvement	6	You can also use them to setup or verify the settings on your table saw.	1.0	Alternative use	yes	both		15
56753	9743	B002YQWKHE	A29XWDJKTCE5L0	Baby	8	Also, the underside did have a strong chemical smell but when placed face down on the floor it was unnoticeable.	1.0	Warning	yes	before		20
56801	9746	B002YYG4LO	A17R8NRH2UTZ40	Tools & Home Improvement	3	Programming all the buttons is a bit of a pain - and if you program a button wrong then you have to wipe all the codes and start over.	1.0	Warning	yes	before		28
56812	9748	B002Z34TOS	A3A86D9F8WIDGO	Tools & Home Improvement	5	Be careful or you will be snapping heads off small bolts unless you loosen them slightly before turning on the raw power of this little beast.	1.0	Warning	yes	after		26
56830	9752	B002ZB81LC	A3JJ1158JO96HB	Baby	2	I washed it again after the first use, and it came out from the dryer shredded into pieces!	1.0	Warning	yes	before		18
56836	9753	B002ZBJ25G	A2WRY4WZEREI0E	Tools & Home Improvement	5	These are a lot smaller than the picture makes them look, at the widest part of the dome Id say about 1.75.	1.0	Other	yes	before		21
56839	9753	B002ZBJ25G	A2WRY4WZEREI0E	Tools & Home Improvement	8	They dont and arent.	1.0	Warning	no	before		4
56862	9759	B002ZK45IQ	A3UN5D8VQNJA34	Tools & Home Improvement	2	As a bottle opener it works but not in one shot, using the flat heads in anything but a wide open space is a joke, and the phillips is only moderately better.	1.0	Warning	yes	before		32
56899	9769	B002ZRPJRK	A1A695K3XPLCH5	Baby	2	If you let them start playing with these too early though they can pinch their fingers in them.	1.0	Warning	no	before		18
56933	9776	B002ZZTUCW	AP7N0KHWFC9UT	Toys & Games	2	Most of it was broken when it arrived.	1.0	Warning	no	before		8
56940	9777	B00303FNS8	A2RIL2NXHE00AQ	Tools & Home Improvement	3	These bulbs do take about 5 minutes to get up to full brightness, but once they do, the light is even, flicker-free, and doesnt stress your eyes, even after a lot of use under a variety of applications.	1.0	Usage	yes	both		36
56941	9777	B00303FNS8	A2RIL2NXHE00AQ	Tools & Home Improvement	4	These work best in areas where lights will be turned on and left on for a while, like a porch, garage, or basement.	1.0	Usage	yes	both		23
56950	9779	B00307B4P0	A1IMK99FD7RPOL	Tools & Home Improvement	5	This heat gun just seems to feel sturdy, its made from thick plastic like their drills and saws, but not too heavy for use.	1.0	First time use	yes	before		24
56978	9784	B0030AA3YA	A1JFVAZ263VFI2	Tools & Home Improvement	3	Its cheap and the small slider likes to fall on the floor.	1.0	Workaround	yes	after		12
56982	9785	B0030AHK5A	A2BYOEAH4YF7KL	Baby	1	There is about a half inch of food that is left after you push up the food through the grinder, and essentially wasting it.	1.0	Warning	yes	both		24
56984	9786	B0030B3Q0W	A35WYW1ZSUVKYG	Tools & Home Improvement	1	They advertise that last 30000 hours, but I estimate I got about 6000 over 16 months.	1.0	Warning	yes	before		13
57077	9800	B0030DK77U	A3LWC833HQIG7J	Tools & Home Improvement	14	What it comes down to is this; great faucet for small and medium sized sinks.	1.0	Size	yes	before		15
57079	9800	B0030DK77U	A3LWC833HQIG7J	Tools & Home Improvement	16	For larger sinks if you like the design and Delta quality you might want to search for similar styles in a larger size.	1.0	Size	yes	before		23
57105	9805	B0030GTZEI	A5I03TZD4J96V	Toys & Games	4	Make sure you glue the wings into the frame.	1.0	First time use	no	both		9
57112	9806	B0030HBVG2	A31KL1TRZCAE99	Toys & Games	5	The only issue Ive had is that the the doors are kind of hard to open.	1.0	Warning	yes	before		16
57130	9809	B0030M4EPW	A2S120Y0AKOSU2	Baby	3	I washed in tap-cold water on delicate cycle, and tumble-dried on low heat like the directions said, so Im not sure if other people had problems with it shrinking if they washed with different settings (referring to the folks that said it was too short?	1.0	Maintenance	yes	both		43
57156	9815	B00318CLTG	A3QR98J4EO56GR	Baby	3	This will leak if you keep it opened or if your toddler like to shake it upside down.	1.0	Usage	yes	after		18
57186	9823	B0031ELKHY	A167VW6XC1391H	Baby	4	Do not grab at the claws because it will hurt and cut fingers.	1.0	Warning	yes	before		13
57194	9826	B0031ES8TW	A1IIJGFBSXGW63	Baby	2	The actual size is much smaller - length of blanket is 11 inches (which is stated elsewhere on the listing) and the head is maybe 1/3 the diameter.	1.0	Size	yes	before		25
57204	9829	B0031M9EGU	A1Z9ZPCXH8ZD90	Baby	1	This is a really nice activity gym, but the musical ladybug dies very quickly.	1.0	Warning	yes	before		14
57213	9830	B0031M9EHE	A1XAGOD1OD04I4	Baby	7	Cons:Playmat ripped off in one wash. Poor soundbox in bird.	1.0	Warning	yes	before		10
57284	9841	B003231HUE	A2W4ST4L33BWXF	Toys & Games	4	I dont recommend it as a dog toy but those puppies werent chewing nor playing with it.	1.0	Warning	no	after		17
57298	9844	B003286BNW	A3MEMX0XF00TBD	Toys & Games	4	Shorter children may not enjoy this toy as much as those who are at least 30 tall.	1.0	Population segment	yes	before		16
57326	9846	B0032AMM9C	AF8SREA2XE7BJ	Baby	9	Update 3-26-13:I am making this work for nighttime by stuffing an extra hemp and two microfiber inserts.	1.0	Workaround	no	after		17
57360	9853	B0032FOOTS	AWZDP3WYBUY88	Baby	2	The only problem with this high chair is that yes it does fold flat for storage but if its not put up in between something it will slide and fall flat on the the floor it also doesnt stay completly folded if you try to move it somewhere, it trys to unfold itself.	1.0	Warning	yes	before		53
57369	9854	B0032FOOWA	A395L0BRXXI9J3	Baby	8	I think if you like a nice space saving booster/highchair that is durable and easy to clean, then this is the one for you!	1.0	Population segment	yes	before		23
57388	9859	B0032MYYBE	A48HM0JNEEXKM	Toys & Games	1	I recently bought this tunnel for my 9 month old when he started wanting to crawl under and through the legs on our bar stools.	1.0	Population segment	yes	before		24
57390	9859	B0032MYYBE	A48HM0JNEEXKM	Toys & Games	3	However, the wire that winds around and holds this thing together is very thick and hurt the knees when you crawl through this thing.	1.0	Warning	yes	after		24
57403	9863	B0032UXOK8	AY4VOVJS58HEO	Baby	1	make sure the temp.	1.0	Usage	yes	after		4
57427	9868	B00332F0BG	A17BUUBOU0598B	Tools & Home Improvement	6	Selecting a good spot to install the unit will be very important, since you will need some clearance and will have to plan for an enclosure or a hidden area if you dont want a warren of connections to be visible for all to see.	1.0	First time use	yes	after		45
57440	9869	B00332G6F0	A373ZHGOYXORO4	Toys & Games	1	Ours may be broken, but it still works with the Take-n-Play sets we have and his not talking does not seem to phase my son.	1.0	Complementary product	yes	both		24
57446	9870	B00336EPTU	A10E3F50DIUJEE	Toys & Games	5	The size is larger than foot!	1.0	Size	yes	both		6
57461	9871	B00336FYKO	A2WQA5YPH8P4SB	Tools & Home Improvement	8	Before I installed the tarp on the frame I just went ahead and re-enforced the grommets - installed the tarp (on top of the first one), and used more tape to hold the tarp to the frame.	1.0	Usage	yes	after		35
57463	9871	B00336FYKO	A2WQA5YPH8P4SB	Tools & Home Improvement	10	Dont put this tape where you dot want it to stick!	1.0	Warning	yes	after		11
57570	9887	B0033PSGSW	A1TSW5IJ1LU0RP	Musical Instruments	17	I wrote the manufacturer (they did get back to me quickly) and they explained that the drop tuning functions ONLY WORK in polytune mode!!	1.0	Warning	yes	before		24
57575	9888	B0033RIE28	A4TOMPEY8O9I4	Baby	4	My son sleeps in this constantly - even at night - so we are using it more than normal.	1.0	Warning	no	before		17
57578	9889	B0033UVJOU	A2WGCCHCYRPXWT	Baby	1	I wanted to like this, but 6.60z newborn was able to still get his arm out even when this was fully zipped up.	1.0	Warning	yes	before		22
57579	9889	B0033UVJOU	A2WGCCHCYRPXWT	Baby	2	Also, I didnt like how the top of the zipper didnt have anything to cover it, so the sharp metal zipper was touching my newborns chin.	1.0	Warning	yes	before		26
57581	9889	B0033UVJOU	A2WGCCHCYRPXWT	Baby	4	With this, if your baby is on the skinny or squirmy side, it wont work as well at actually keeping them swaddled.	1.0	Warning	yes	before		22
57587	9891	B0033UWR7S	A2XOGQZH6L5U2H	Baby	2	The price is good, but a little big for standard straps.	1.0	Size	no	before		11
57639	9898	B00347A57E	A33VJIX0C5WOY9	Tools & Home Improvement	15	The Makita was found unlocked from the top slider (trying to open the top of the box) and none of the sliders were locked in place either.	1.0	Warning	yes	before		27
57692	9904	B0034GTCTC	A12O1JENAML9OP	Tools & Home Improvement	24	Cons:Short battery life that ends abruptly.	1.0	Warning	yes	before		7
57694	9904	B0034GTCTC	A12O1JENAML9OP	Tools & Home Improvement	26	Anti-roll feature doesnt work.	1.0	Warning	yes	before		3
57700	9906	B0034IAQM2	A2MRM5FWJCKK9R	Sports & Outdoors	2	Good enough to let cars see you coming, and light your way in a dark alley.	1.0	Usage	yes	both		16
57802	9922	B003551WHC	A16Z8BC0WQB0RD	Toys & Games	10	The Character is VERY well detailed and is not (and I repeat) IS NOT to play with.	1.0	Warning	yes	before		17
57863	9928	B00355LOZM	A7AGQKJI532J3	Toys & Games	4	Not fun on carpet, not fun alone.	1.0	Usage	yes	before		7
57890	9933	B0035ER4TS	A5Q2XFGVQYSNK	Baby	6	I would have to say that it isnt as nice a fit as it should be.	1.0	Warning	yes	before		16
57895	9933	B0035ER4TS	A5Q2XFGVQYSNK	Baby	11	Again, it is difficult to put things underneath them.	1.0	Warning	no	before		9
57915	9938	B0035ER8MG	A2HZVN74T65NQ4	Baby	1	A great crib - its compact and sturdy not too difficult to put together - only con is the matress it comes with is thin and flimsy - I ordered a 3 firm matress and put the thin one ontop as a pillow cushion for my little one!	1.0	Complementary product	yes	both		44
57928	9940	B0035G0BUA	A2S244KFX0745K	Toys & Games	7	Note that as always compatability is an issue.	1.0	Usage	yes	before		8
57929	9940	B0035G0BUA	A2S244KFX0745K	Toys & Games	8	The Maverick, Nite Finder, and Vulcan can use both standard Nerf suction rounds and the Whistler darts, and so can the twin-barrelled shotgun and lever-operated repeating rifle along with a few others.	1.0	Usage	no	before		30
57931	9940	B0035G0BUA	A2S244KFX0745K	Toys & Games	10	Make sure, before buying any size pack of Whistlers, that you have a weapon that can use them.	1.0	Usage	yes	before		18
57948	9944	B0035JL944	AKZXODS53R1T4	Baby	8	You can put in a microfiber insert too, but thats a bit bulky and I didnt see a difference as far as leaks.	1.0	Usage	yes	after		23
57965	9947	B0035LCFRW	A1OV2BH2S11KBA	Musical Instruments	8	This may not be so great for smaller amps.	1.0	Warning	yes	both		9
57976	9950	B0035RQF54	ACS9SGUNH7YOB	Baby	5	Also, when you tighten it, the left piece of the clamp pushes forward, protruding past the door frame.	1.0	Warning	yes	before		18
57979	9950	B0035RQF54	ACS9SGUNH7YOB	Baby	8	I got it to work on one door despite this by placing rolled up piece of paper towel between the door and the left side of the angled clamp.	1.0	Workaround	yes	both		29
57995	9952	B0035RQV6M	A1P9UMP1XSE6MI	Baby	10	So.... if you are tall you might want to consider another stroller but, all in all, this is an awesome stroller for the price.	1.0	Warning	yes	before		24
58003	9953	B0035X3DK8	A3VRFONBPYVIY8	Tools & Home Improvement	3	If you wear XL hats this will not fit you well.	1.0	Size	yes	before		11
58006	9955	B0035YRCR2	AZ2X2P045ZFH2	Tools & Home Improvement	2	If you are not familiar with electrical wiring, get an electrician.	1.0	Usage	yes	after		11
58008	9955	B0035YRCR2	AZ2X2P045ZFH2	Tools & Home Improvement	4	Read the instructions carefully.	1.0	Usage	no	after		4
58010	9955	B0035YRCR2	AZ2X2P045ZFH2	Tools & Home Improvement	6	A normal light switch only uses the hot line (black); you will need to provide neutral (white), this was not hard.	1.0	Usage	no	after		21
58012	9955	B0035YRCR2	AZ2X2P045ZFH2	Tools & Home Improvement	8	Neutral is required as the switch itself will need power to operate and communicate with the controller.	1.0	Population segment	yes	after		17
58013	9955	B0035YRCR2	AZ2X2P045ZFH2	Tools & Home Improvement	9	Also, if you are associating with a controller, label each entry as you go, will save you time later.	1.0	Usage	yes	after		19
58060	9964	B00367JYEW	A3EI9OX9HPUB29	Toys & Games	9	The snap together game boards are somewhat difficult to attach together, so my daughter had to let us snap hers together.	1.0	Workaround	yes	before		21
58061	9964	B00367JYEW	A3EI9OX9HPUB29	Toys & Games	10	The pictures flip to create a traffic light and they are a bit stiff at first.	1.0	First time use	yes	both		16
58063	9964	B00367JYEW	A3EI9OX9HPUB29	Toys & Games	12	Though the dice, when shaken, are a bit loud, not too loud for a preschool game.	1.0	Warning	yes	both		16
58111	9966	B0036AWTDM	A2YZA9P0YQLOO	Toys & Games	36	Its a useful toy to have around, for the sake of imitation.	1.0	Usage	yes	both		12
58144	9970	B0036DM37G	A38AXM41DVCCO5	Baby	8	It is also gender neutral and baby neutral.	1.0	Population segment	yes	before		8
58145	9970	B0036DM37G	A38AXM41DVCCO5	Baby	9	I could total use this bag in the future for a non-baby related use, so that is a big bonus.	1.0	Alternative use	yes	both		19
58149	9970	B0036DM37G	A38AXM41DVCCO5	Baby	13	I have unknowingly left vital things in the car just by them falling out of the bag.	1.0	Warning	yes	before		17
58155	9970	B0036DM37G	A38AXM41DVCCO5	Baby	19	The bottom line is look at this bag in person before buying.	1.0	Other	yes	before		12
58156	9970	B0036DM37G	A38AXM41DVCCO5	Baby	20	If you will be lugging around formula, bottles, water and stuff like that I may go with a different style, just due to the room issue.	1.0	Size	yes	before		26
58182	9973	B0036MDNMQ	A2050YEBF2VUBN	Toys & Games	9	The wrist is incredibly thin and fragile.	1.0	Warning	no	before		7
58196	9976	B0036MEL22	A267KJ5HOA5P67	Baby	4	LATER EDITI will add that I have now owned these spoons for a year and they worked perfectly fine for when I was feeding my son early foods and when he just played with and chewed on the spoons- however, they do not work well once the child begins trying to really feed themselves (the spoon was just too shallow.	1.0	Population segment	yes	both		59
58198	9976	B0036MEL22	A267KJ5HOA5P67	Baby	6	I did get several months of use out of them in the very beginning but now we will probably just use them as toys.	1.0	Workaround	yes	both		24
58298	9995	B00378GEAM	A3ZBLSAPZB9LE	Musical Instruments	19	It is very difficult to get lined up so the mic is facing you and because of the angle of the monitor itself which is not adjustable the boom will not stay in place.	1.0	Usage	yes	both		34
58300	9995	B00378GEAM	A3ZBLSAPZB9LE	Musical Instruments	21	Save yourself the headaches and just carry another mic stand.	1.0	Complementary product	yes	both		10
58342	10002	B0037H3EB0	A38RMEDWLM2XDU	Sports & Outdoors	5	You will need a separate key ring to hold your keys for this.	1.0	Complementary product	yes	before		13
58348	10003	B0037K66LW	A1EZRI22HKP8Q7	Baby	4	The brush heads are a little too soft to be pretty effective so we always follow up with a regular toddler toothbrush, but it has gotten him in the habbit of brushing his teeth several times a day.	1.0	Usage	yes	both		38
58349	10003	B0037K66LW	A1EZRI22HKP8Q7	Baby	5	The battery does tend to snap out of place whenver the brush hits something, which is a little annoying but not that big of a deal.	1.0	Warning	yes	both		26
58359	10004	B0037KL7R0	A3MKEX0PIIXPEZ	Toys & Games	9	Very big item to consider for those with a small home.	1.0	Size	yes	before		11
