	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
63204	10778	B0041RRX6M	AIPOQ46Q5CW6V	Baby	1	These are cute and work well for playtime in the bath and also for scooping water for rinsing.	1.0	Alternative use	yes	both		18
63205	10778	B0041RRX6M	AIPOQ46Q5CW6V	Baby	2	My only very minor complaint is they could be a touch flatter on the bottom so they could sit on their own more sturdily.	1.0	Warning	yes	both		24
63208	10779	B0041SRGG8	A3CNBO3RDKDLKS	Baby	1	I bought a grey one and paid more money than what I should have on it and what I received was a lime green one.	1.0	Other	yes	before		25
63237	10785	B00421AGHA	A1KMG1AIUS00DC	Toys & Games	4	I do think that the game can be frustrating for younger kids (6 to 9) even though the box indicates suitability for ages 6 and up.	1.0	Population segment	yes	both		23
63241	10785	B00421AGHA	A1KMG1AIUS00DC	Toys & Games	8	Read the rules carefully and dont skim.	1.0	First time use	no	after		7
63299	10796	B0042AE9EC	AD2C4BN4N7D67	Baby	3	I like that the parent units have a vibrate feature, so if youre in a louder area you will still know if baby is making noise.	1.0	Usage	yes	both		26
63317	10799	B0042D69WO	A76W5Q89R6VAQ	Baby	1	Very sweet and easy to put together... just make sure to put the legs on the correct side... the feet are angled out so its pretty easy to see which goes on which side if you just take a moment to look.	1.0	First time use	yes	after		42
63413	10812	B0042EZH6W	A2MMH4O7EDNLCV	Musical Instruments	4	I researched and found there is a program called Fuse that can interface with the amp.	1.0	Usage	no	after		16
63485	10821	B0042MEQ7A	A2RCUJFXL6ZM2	Baby	4	As he looses them every now and again, and I like to keep a few in rotation to allow for washing, we are ordering two more...	1.0	Complementary product	yes	both		26
63487	10822	B0042RTM7O	A1GFP8QNXCD2RO	Toys & Games	2	Its great except that it doesnt fit on wooden tracks like the other brands of Thomas and friends.	1.0	Warning	yes	before		18
63507	10824	B0042RU2SW	A2RQOO8VYAEZZG	Baby	13	You can remove the baby mirror  from the matt and machine wash.	1.0	Maintenance	yes	both		12
63535	10830	B00435IPFK	A1UKP70O8QHXRX	Sports & Outdoors	2	Unfortunately it is also one of the worst mounting designs on the market.	1.0	Warning	yes	before		13
63538	10830	B00435IPFK	A1UKP70O8QHXRX	Sports & Outdoors	5	This time I used a few zip ties to keep it from popping off again.	1.0	Workaround	yes	both		15
63559	10834	B00437VTJ2	AKJL096HBRAW0	Sports & Outdoors	2	Fill it with a little ice and water and good to go.	1.0	Usage	yes	after		12
63590	10843	B0043E8JKW	A2FFMW5UH8WNL5	Toys & Games	2	A couple things I dont like about it: it is quite heavy so definitly not for younger kids, requires 5 C batteries which make it even heavier and the darts bend easily since they are foam.	1.0	Population segment	yes	before		35
63601	10846	B0043G4JOA	A2QL3P9YL7T0QC	Toys & Games	3	We took it on an airplane trip recently and it was a life saver.	1.0	Usage	yes	after		14
63602	10846	B0043G4JOA	A2QL3P9YL7T0QC	Toys & Games	4	The only down side is that she has a hard time unbuckling them, but thats okay with me.	1.0	Usage	yes	after		18
63612	10848	B0043IS18I	A21Y7CI1YEVNPH	Baby	5	Just note that its LOUD.	1.0	Warning	yes	both		5
63615	10850	B0043RF43Y	A3D0HMC6RQT0N0	Toys & Games	1	I played with my 12 yr old who enjoys Bananagrams as well- this was ok, but even using 2 sets it went very quickly and didnt seem to pull us in as much as BG does.	1.0	Population segment	yes	before		33
63649	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	28	While the delay is surprisingly good, you cant customize it.	1.0	Warning	yes	before		10
63650	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	29	You cant make the repeats shorter or longer, and you cant adjust the timing of the repeats.	1.0	Warning	yes	before		17
63653	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	32	It is possible to get a somewhat clean tone by rolling back on the gain or lowering the volume of your guitar, but its mostly distortion or bust.	1.0	Workaround	yes	both		28
63656	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	35	I dont doubt that you could bang it on something and break it quite easily.	1.0	Warning	yes	before		15
63657	10852	B0043RZ9QQ	ADH0O8UVJOT10	Musical Instruments	36	The switches and dials may also fail over time.	1.0	Warning	yes	before		9
63684	10854	B0043WCH3Y	A29PBACL3LZEF	Toys & Games	3	Not recommended for under 3 though, especially without supervision.	1.0	Population segment	yes	before		8
63710	10859	B0043XYXKI	A20R1TZKNB8YMM	Baby	2	Although the round hole does fit on my faucet, it became loose after only a few uses, making it so I could not use it that way.	1.0	Warning	yes	before		27
63750	10862	B00440CZTQ	A3FC2X88RBRFIZ	Baby	10	It is difficult to suck out of.	1.0	Workaround	no	after		7
63805	10869	B004478GBK	A3EK2KTYHJCPB9	Toys & Games	14	If your child loves ninjas, now they can have them!Take note that you spin the tops by hand, so no batteries are necessary but younger children might have a bit harder time.	1.0	Warning	yes	after		33
63867	10879	B0044DARSY	A1SP366J07MNU	Toys & Games	2	The only challenge is, to enjoy it you will have to buy many more parts/accessories.	1.0	Usage	yes	both		14
63890	10881	B0044DEESS	A3NEAETOSXDBOM	Tools & Home Improvement	8	I think either size will fit most ears since I dont have particularly large ears, and she doesnt have particularly small ears.	1.0	Size	yes	before		22
63898	10883	B0044KN838	A2WW57XX2UVLM6	Toys & Games	2	It does exactly what it says - you pull the small plane and it makes plane noises and the popper pops in the bigger plane.	1.0	Usage	yes	both		24
63933	10890	B0044TGS1I	A3LWC833HQIG7J	Toys & Games	14	Young kids should not use this, except perhaps when all the line is out and there is a steady wind.	1.0	Warning	no	both		20
63970	10897	B00451ACV2	A2S4YZWQ8VJPXN	Baby	2	Be advised that the color is much darker than the chocolate color in the photo.	1.0	Other	yes	before		15
63972	10897	B00451ACV2	A2S4YZWQ8VJPXN	Baby	4	It also scratches easily, so expect to use the furniture pen.	1.0	Warning	yes	before		11
64068	10911	B0045JL9ZW	A5ZSA8AOEW76C	Tools & Home Improvement	1	"I initially bought this to go along with some ""secret message"" pens that show up under UV light but my son quickly became bored with that game and I found I really liked this light for being able to see at night without impacting my night vision."	1.0	Alternative use	yes	both		47
64184	10928	B00466KX3I	A1GGWEX2RW0IRW	Tools & Home Improvement	4	Insert down as far as it will go, twist, and pull out.	1.0	Usage	yes	after		12
64219	10937	B0046LQ85A	A1HGXLP6WATS4B	Tools & Home Improvement	8	Do note that this lamp is designed for CFL bulbs rated at 13-watts or less.	1.0	Usage	yes	before		14
64292	10942	B0046RE72K	A2VCXIAWCPQ13P	Tools & Home Improvement	8	My suggestion for battery care is dont drive them until they are near exhausted.	1.0	Maintenance	yes	after		14
64299	10943	B0046UWHZQ	A1L85O96S49ID9	Toys & Games	3	"The ""most helpful review"" on here states that another reviewer took 3 hours to put the table together and she only did it in an hour."	1.0	First time use	yes	both		25
64302	10943	B0046UWHZQ	A1L85O96S49ID9	Toys & Games	6	Be prepared to spend some time organizing the items into piles and they are not labeled so you have to make your best judgement as to what that particular item is.	1.0	Usage	yes	both		31
64308	10943	B0046UWHZQ	A1L85O96S49ID9	Toys & Games	12	**you cant remove the waterfall feature alone, as it has a track built into it to connect to the corresponding tracks.	1.0	Usage	yes	both		21
64361	10950	B00477ND0Q	A2NWHDWS9B2DNT	Baby	4	The only problem is that the fabric on it stays wrinkled and it doesnt fully stretch so its not a nice item you could have in your living room.	1.0	Warning	yes	before		29
64362	10950	B00477ND0Q	A2NWHDWS9B2DNT	Baby	5	It doesnt look like the picture Amazon is using here.	1.0	Other	yes	before		10
64447	10968	B0048EFUV8	AWHC9905H6JF5	Tools & Home Improvement	9	To raise or lower the bit requires unclamping the front latch (black latch in the picture) and winding the Dewalt collar (also pictured) of the router to raise or lower the shaft.	1.0	Usage	yes	after		32
64450	10968	B0048EFUV8	AWHC9905H6JF5	Tools & Home Improvement	12	Just means you need to measure the bit height AFTER you have set it.	1.0	Warning	yes	after		14
64465	10970	B0048EKSLA	A1FDVT0DLJWV78	Toys & Games	9	However, as a life size building toy this really is top notch and most kids 5 - 10 would love to have this as a present I believe.	1.0	Population segment	yes	before		25
64503	10977	B00495ZF48	AU2QC1ERMDL7Q	Tools & Home Improvement	7	Friend of mine thought they would make decent tactical gloves too.	1.0	Alternative use	yes	both		11
64520	10980	B00499SD4S	AEL6CQNQXONBX	Tools & Home Improvement	7	The instructions were clear and easy to understand but you will need a helper to hold the faucet in place while you tighten it.	1.0	Usage	yes	after		24
64523	10980	B00499SD4S	AEL6CQNQXONBX	Tools & Home Improvement	10	If you are replacing a faucet that has a separate sprayer then you will need to purchase a plug to fill the sink hole.	1.0	Complementary product	yes	after		24
64542	10981	B0049CWJDQ	AC6CDB9KAFIJ0	Tools & Home Improvement	7	I set my fan in my sliding glass windows when it cools off at night,it does a very nice job of cooling off the room.	1.0	Usage	yes	after		26
64545	10981	B0049CWJDQ	AC6CDB9KAFIJ0	Tools & Home Improvement	10	I leave it on at night, and its not to noisy on low  speed for sleeping (its a 3 speed fan)The fan is efficient at what it does and that is move air weather its stationary or its oscillating!	1.0	Usage	yes	after		39
64549	10983	B0049JLNWW	ALT0IR9XNHWOS	Baby	3	You do not need to have Tommee Tippee bottles to use this product.	1.0	Usage	yes	before		13
64596	10994	B0049Z4UQ2	A1VHYBN1NV73LZ	Musical Instruments	2	It wont do long delays.	1.0	Warning	no	before		5
64682	11001	B004AGVARC	A1YMXGQQT7YWMN	Tools & Home Improvement	3	Be careful opening the bag they come in, I was a little rough when I opened mine and one of the caps wasnt on tight and toothpicks flew everywhere.	1.0	First time use	yes	after		29
64747	11015	B004AWE2L2	A1T7FQZEB7F6WZ	Tools & Home Improvement	6	Come with a AC and DC adapter so you have power on the go.	1.0	Complementary product	yes	both		14
64749	11015	B004AWE2L2	A1T7FQZEB7F6WZ	Tools & Home Improvement	8	The fact that you get 2 batteries, and AC AND a DC adapter makes this a no brainer.	1.0	Complementary product	yes	both		17
64778	11018	B004B0VT32	A38WJTLTZM2P85	Baby	11	(Remember to place a tea towel at the bottom of your pain to prevent the insert accidentally sticking to the bottom!)	1.0	Usage	yes	after		21
64783	11018	B004B0VT32	A38WJTLTZM2P85	Baby	16	FYI:- If you use tall skinny bottles this warmer case will not work as it is not tall enough.	1.0	Usage	yes	before		19
64795	11021	B004B5E542	A3OJO9T1RLIG36	Toys & Games	3	The bubbles dont even float, they drop like rocks.	1.0	Warning	no	before		9
64806	11022	B004B8FIZO	AIQTCLAMXS26O	Toys & Games	6	It is compatible with other wood railway tracks.	1.0	Alternative use	yes	both		8
64824	11025	B004BDOID2	A3T5ENMUR7W6M1	Baby	5	This would be a great gift also for a new family - I would recommend this to them.	1.0	Population segment	yes	before		17
64833	11027	B004BDOIRS	A37O6D506A7OO8	Baby	3	The pages inside are also pink with space alongside each photo for a description.	1.0	First time use	yes	before		14
64834	11027	B004BDOIRS	A37O6D506A7OO8	Baby	4	The color of the album is true to the color in person.	1.0	First time use	yes	before		12
64843	11029	B004BJ0SN0	A3OOGMGSJRH9LM	Baby	4	Do some measuring before you buy!	1.0	Warning	yes	before		6
64852	11031	B004BJ0SPS	A1EH2S92FHWZRP	Baby	7	My real complaint is that it doesnt have any weight to it and it can easily blow away.	1.0	Warning	yes	before		18
64883	11038	B004BUYLJ6	A10GMDGFGN7QH2	Baby	1	Just when my daughter was getting visually occupied with this, it would stop - annoying to have to stand there and rewind it again and again and again.	1.0	Usage	yes	before		27
64933	11047	B004C7OIGY	A1CIMOIAZUR7CP	Toys & Games	3	The quality seems good and its easy to put into a corner when not in use.	1.0	Usage	yes	after		16
64936	11048	B004C7QNMG	AVHY7Q07Q0UB2	Toys & Games	2	I purchased the Melissa & Doug Time to Eat Feeding Set to go with this as the bag only comes with 3 items... By purchasing the additional items we had everything a very little girl needed to care for her dolls... She loved carrying the bag and loved especially the little box of wipes...	1.0	Complementary product	yes	both		52
64951	11050	B004C94X12	A1S011SMHQ4Y1G	Sports & Outdoors	7	I really like this very safe and secure rack but would offer this one suggestion:  Be sure to tie down and secure the front wheel otherwise it will turn and spin while in transit.	1.0	Usage	no	after		34
64985	11055	B004CJ9D6W	A2KIVODZRTGY4U	Baby	13	In the middle of a freezing spell with outside temperatures in the 20s and the heat set at 68 degrees in the house, the monitor was showing a temperature of 78 degrees in the babys room.	1.0	Warning	no	before		33
64989	11056	B004CKHC4Q	A1FR5NYM6I7O7H	Baby	1	I like the ability to use this diaper bag over the shoulder or worn as a backpack without any extra straps to carry around.	1.0	Usage	no	after		24
65045	11065	B004CLZZQC	A26CICHYED32QO	Tools & Home Improvement	6	It is doing the job, but the quality is only adequate.	1.0	Warning	yes	before		11
65050	11065	B004CLZZQC	A26CICHYED32QO	Tools & Home Improvement	11	Dont get if putting real chrome or metal shower heads.	1.0	Warning	yes	before		10
65067	11069	B004CVJQJY	ANO7EAXPYVRB3	Toys & Games	6	If not, its a cheap plastic doll, cheap plastic ferris wheel (that the doll doesnt really sit in because her legs just flop around) and a couple tiny cheap accessories.	1.0	Usage	yes	before		30
65106	11076	B004D70QIC	A2YW1MG1GKU8XD	Baby	7	I dont need to tie the pad to the base of the playard, it stays in place.	1.0	Usage	yes	after		17
65107	11076	B004D70QIC	A2YW1MG1GKU8XD	Baby	8	The extra velcro, string, and latches that go through the base of the playard are just unnecessary.	1.0	Usage	yes	after		17
65127	11076	B004D70QIC	A2YW1MG1GKU8XD	Baby	28	You would need 4 AA batteries for the system, 2 AAA batteries for the remote, and a screwdriver which are not included.	1.0	Usage	yes	after		20
65139	11077	B004DC9O8A	A12LJS3DT017C	Baby	5	She tripped which of course put a little bit of strain on the leash and it tore.	1.0	Warning	no	before		17
65182	11081	B004DE5ONC	A3S3R88HA0HZG3	Tools & Home Improvement	4	The first thing I notices was that the bulb was about 5% dimmer when tuned up to the highest setting than when plugged directly into the wall.	1.0	First time use	yes	before		26
65183	11081	B004DE5ONC	A3S3R88HA0HZG3	Tools & Home Improvement	5	That would have been OK, but when I tried dimming the bulb, it would only go to about 40% brightness before turning off.	1.0	Warning	yes	before		22
65190	11081	B004DE5ONC	A3S3R88HA0HZG3	Tools & Home Improvement	12	Update 1/25/12 - Last night after turning the dimmer down to its lowest setting which is about 40% of the full brightness and walking away from the lamp, I came back to find the bulb flashing on and off.	1.0	Warning	yes	before		36
65248	11091	B004DS14B4	A1DV5OTNO29WXC	Baby	3	The silicone is floppy, and the shape makes it hard to squeeze everything out of the pouch.	1.0	Warning	yes	before		17
65290	11100	B004E4CZE2	A2YHVKGHLSO921	Sports & Outdoors	2	I found if I kept it low on my Glock trigger between the trigger guard and the tip of the trigger I could get consistent readings.	1.0	Usage	yes	after		26
65295	11101	B004E4ERHA	A5ENM8TCLPP40	Sports & Outdoors	2	However, I dont think for a minute that you could comfortably fit 6 people.	1.0	Warning	yes	before		13
65319	11103	B004EBUCKE	A25L5YZNUZHON6	Tools & Home Improvement	17	Sept 1 Update:  Down to One Star as I charged the unit this morning since I was planning on using it this evening and the light lasted 2 hours.	1.0	Usage	yes	before		27
65337	11106	B004EFAOWQ	A2LXMQGMUUI6LC	Baby	1	The necklace I received was NOT authentic amber.	1.0	Warning	yes	before		8
65351	11108	B004EK5A4I	A14D6IRQH3XH4B	Toys & Games	6	I wish the noise it made when you press on his tummy wasnt just the Peanuts theme music (and its cut off, not a full version), but thats ok, we dont use it for the music anyway.	1.0	Usage	yes	before		37
65355	11110	B004ESJMVW	A1UGU1KBLZT19C	Baby	2	They have washed them many times now in a washer that has an agitator on the normal cycle and they are holding up great.	1.0	Maintenance	yes	both		24
65357	11110	B004ESJMVW	A1UGU1KBLZT19C	Baby	4	Plus, they are big enough to wrap my baby up in.	1.0	Size	no	before		11
65391	11115	B004EWGDHE	A1L8T3D1INIFFA	Baby	3	Hood/shade is translucent so we used a dark towel to cover it during the day.	1.0	Workaround	yes	both		14
65392	11115	B004EWGDHE	A1L8T3D1INIFFA	Baby	4	Vibration stopped working after a few weeks but not a big deal.	1.0	Usage	yes	both		12
65433	11124	B004FL5WPS	A3819RMETUCJAT	Baby	5	The seat is so big that he sits in it very uncomfortable and wobbles from side to side.	1.0	Population segment	no	before		18
65439	11125	B004FLL7HA	A3N3SNIGD5BK0B	Baby	1	good stroller  but the handles are really short and Im only 5;4 and I have to ben to push it.	1.0	Usage	no	before		19
65442	11126	B004FMYUSM	A2JFIS260YMD4V	Tools & Home Improvement	2	This isnt even good as a kids toy.	1.0	Warning	yes	before		8
65456	11128	B004FODY6E	A3KF2K1ZMAZSX4	Musical Instruments	10	The darker the room the better, but you can easily see it in any room with the lights on.	1.0	Usage	yes	both		19
65491	11136	B004FTQ9GQ	A14P4HH62TG2L6	Baby	1	We loved these while they were in the tub, but they can get moldy if you dont pull them up and let them air out once in a while.	1.0	Usage	yes	after		29
65499	11138	B004G1EN98	ASALATXVOO93K	Baby	4	Because it also protects your little one from random people trying to touch your baby.	1.0	Alternative use	yes	both		15
65503	11138	B004G1EN98	ASALATXVOO93K	Baby	8	Its great too for when the baby is sleeping -- you can cover him up and still allow him to breathe and -- you can still see the baby through the airy sides.	1.0	Alternative use	yes	both		31
65520	11139	B004G7DYMO	AM7VC69XHI4GI	Baby	10	Id definitely use caution flushing these if you have an older home.	1.0	Usage	no	after		12
65590	11155	B004GHN29Y	A3E7354539PAJU	Baby	16	If you are considering a used one, definitely test the folding mechanism and the opening mechanism to see if it is to your liking.	1.0	Usage	yes	before		24
65596	11155	B004GHN29Y	A3E7354539PAJU	Baby	22	A couple of accessories I recommend are the J. L. Childress Side Sling Cargo Net and the J. L. Childress Cups N Cargo Stroller Organizer.	1.0	Complementary product	yes	both		21
65631	11162	B004GJXLZC	A15VJZBD9519Y9	Baby	1	The over head mobile will not stay upright if you wash it.	1.0	Warning	yes	before		12
65636	11163	B004GJXM4C	A3NGHV3GRKK7PY	Baby	4	The sheet, comforter, and dust ruffle are all quite coarse.	1.0	Warning	yes	before		10
65647	11165	B004GSYAIA	A1M7VLUUTO1NRL	Tools & Home Improvement	4	Definitely longer than a normal shower hose.	1.0	Size	yes	before		7
65649	11166	B004GTLRY4	A5T1AJ2TYYT2U	Baby	2	Following the advice from other reviews, I boiled them for about half an hour before the first wash just to get some of the natural oils out.	1.0	First time use	yes	after		27
65665	11172	B004GXA6JM	A4IKV3P608M14	Baby	1	"I bought these to add to my Medela and Evenflo bottle ""collection.""  When I tried to mix and match the lids, none of them will work with these!!"	1.0	Warning	yes	before		28
65684	11173	B004GXA6L0	A1D98BFYISNW4O	Baby	17	Standing behind it, fold over the top at your waist and pull the straps tight while using your bodyweight to push it down.	1.0	Usage	yes	after		23
65691	11173	B004GXA6L0	A1D98BFYISNW4O	Baby	24	My car seats must be deep, because I find that the upholstery on my car seat is pressed right up on the tightening mechanism, which makes it hard to turn and loosen.	1.0	Usage	yes	both		32
65693	11173	B004GXA6L0	A1D98BFYISNW4O	Baby	26	* Its pretty wide, which means that its impossible to seat 2 passengers in the backseat with it.	1.0	Usage	yes	before		16
65706	11175	B004GXA6UG	A6SCGL1ZUTTBC	Baby	4	The tip of the nipple is also very small!	1.0	Warning	yes	before		9
65709	11176	B004GXIDYM	A1CMSADPDOOQO1	Toys & Games	2	My older son loves this and has no difficulty climbing and sliding down the slide.	1.0	Population segment	no	before		15
65721	11179	B004GYM7IE	A3775OP5VTX5ON	Musical Instruments	4	I leave it on my stand, and can hit the silver front mounted button with one finger, and its on, and I can play my ukulele and it will register and provide the same clear electronic dial and acurate tuning of the Snark head tuners.	1.0	Usage	yes	both		45
65811	11197	B004HFNHQI	A9JWP771B3C29	Toys & Games	2	Only flaw is the fruit will easily scratch off of the dominos so you have to be careful with the surface.	1.0	Usage	yes	after		21
65840	11206	B004HKCGQK	A3IFSP9PYNRS7I	Tools & Home Improvement	7	Only negative is the blades tend to get dull, or have teeth breath rather fast and the replacements are expensive.	1.0	Warning	yes	before		20
65855	11209	B004HM35Y0	A2NYJV50NHOMFZ	Baby	9	Just a few cleaning and storage tips: 1) Make sure you rinse the cup well and set it to dry after each use, otherwise gunk can build up easily.	1.0	Maintenance	yes	both		28
65856	11209	B004HM35Y0	A2NYJV50NHOMFZ	Baby	10	I also found it hard to clean inside the cup holder, especially at the bottom.	1.0	Maintenance	yes	both		15
65860	11209	B004HM35Y0	A2NYJV50NHOMFZ	Baby	14	After a few weeks it had become deformed and lost its shape.	1.0	Usage	no	both		12
65875	11212	B004HO587A	ADW5S75GJ3TFX	Baby	7	One thing to note, the product discription did not indicate that this already included the tandem car seat attachment.	1.0	Usage	no	before		19
65934	11219	B004I1KCEQ	AUORSYSJIW7UM	Tools & Home Improvement	17	I found the safety button near the trigger an unnecessary complication  - an extra control to fiddle with when I should be concentrating on the cuts accuracy.	1.0	Usage	yes	before		25
65981	11225	B004I8V6ZS	A74GU6D694C4Q	Toys & Games	14	The bottom of the tracks are needlessly sharp, a rather glaring production oversight that could easily have been corrected.	1.0	Warning	yes	before		19
66000	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	9	If you live somewhere where you dont usually get full sunshine days you shouldnt be buying any solar lights.	1.0	Usage	yes	before		19
66002	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	11	On the few times I dont then these lights wont stay on very long, so unless you live where you usually get sun everyday dont buy any kind of a solar light like these.	1.0	Usage	yes	before		34
66014	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	23	When you first get them they wont burn long.	1.0	Usage	no	after		9
66021	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	30	At first when they didnt burn long I was disappointed, but hang in there because they just get better with age.	1.0	Usage	yes	after		21
66022	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	31	Now they can easily fall apart if bumped, so handle them with care if you move them.	1.0	Usage	yes	after		17
66024	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	33	I bought those rebar steaks to get them up higher off the ground.	1.0	Workaround	yes	after		13
66035	11228	B004IEBBKW	A1Z66K0CDKXZTD	Tools & Home Improvement	44	They are a little delicate to handle and move around but they certainly are long lasting.	1.0	Usage	yes	after		16
66047	11231	B004IEBSVE	A3PELW58M72W8H	Baby	3	I bought the size two for my 24 lb 8 month old and it fit well.	1.0	Population segment	yes	both		14
66063	11232	B004IEBT9A	AZJUORYXG3OGO	Baby	14	Lastly I have to say this, though not as a criticism, just a heads up- my baby weighs 14 pounds and she is nearly too big for the size 1 of this diaper (says it fits through 18 pounds).	1.0	Size	yes	before		35
66200	11246	B004IZWQYQ	A396GS17D6MJBR	Baby	2	Any light push sends it over and then the sections come apart.	1.0	Warning	no	before		12
66214	11249	B004J4NO10	AO1GVEAAJ4M73	Toys & Games	1	Pieces are very small and do not fit well together, in spite of some carving and sanding by us.	1.0	Warning	yes	before		19
66219	11249	B004J4NO10	AO1GVEAAJ4M73	Toys & Games	6	Could only get the motor to turn by placing the solar panel directly against a very strong light.	1.0	Workaround	yes	before		18
66225	11251	B004J7VHVG	A337T56JH8J5YZ	Baby	1	This is so tiny!	1.0	Size	yes	before		4
66228	11251	B004J7VHVG	A337T56JH8J5YZ	Baby	4	There is absolutely no room in it for the baby to move its arms or legs - you better swaddle them tight if you want them in here!	1.0	Size	yes	before		27
66239	11254	B004JGHLDK	A1KM020ZU2RMP7	Toys & Games	2	The motor broke and I had to buy a new one, but who puts a bubble machine outside?	1.0	Warning	no	before		18
66252	11255	B004JGNTWM	A3NYB7IK9O3CSU	Sports & Outdoors	7	Its OK if youre stapling your targets to a backboard or something, but theyre not really designed to be hung from retrievable target lines like most indoor ranges have.	1.0	Usage	no	after		29
66254	11255	B004JGNTWM	A3NYB7IK9O3CSU	Sports & Outdoors	9	At the outdoor range I go to, everything gets stapled to a backboard, so as long as you have staples, youre in business.	1.0	Usage	yes	after		23
66304	11266	B004JZTM7O	A3RO2SYZ3JCG6Z	Baby	5	I would however suggest additional inserts like hemp to help with absorbency.	1.0	Complementary product	yes	before		12
66324	11270	B004K6LMWK	A3HSKRSC7ALP25	Baby	1	This didnt work at first on the water bottles we had at home, but I pulled out the nipple and flipped it around and then it worked perfectly.	1.0	Workaround	yes	both		28
66362	11275	B004KCT3A2	A3PU18BDBNF9UQ	Baby	3	The gaps between each panel somewhat defeat the purpose of the bumper in the first place.	1.0	Warning	yes	before		16
66372	11277	B004KM6G52	A3TBZPZIB4QNBI	Baby	4	BTW, the valve tends to get stuck when the nipple is new.	1.0	First time use	no	both		12
66391	11280	B004KUCMXY	A2MSBIA18RXYQC	Toys & Games	7	It does tend to hit the ceiling sometimes upon take-off (just after a full charge), so I have to be just a little pre-emptive in de-throttling the controller just after a full power take-off.	1.0	First time use	no	after		30
66419	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	4	so now i keep both in my ride toolkit; using one of these is much easier than re-using a chain link (and with hollow pins, youre not supposed to do that anyway), but youll still need a chain tool to remove the remains of the broken link.	1.0	Usage	yes	after		46
66420	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	5	one thing to note is that these are simple to fit but a little tricky to get fully engaged.	1.0	Usage	yes	after		19
66423	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	8	youre just using the crank arm as a lever to pull those links into place.	1.0	Usage	no	after		15
66425	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	10	you can also do this if you have the bike up on a stand or upside-down on the ground; just use your arm strength instead of putting your weight into the pedals.	1.0	Usage	yes	after		31
66426	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	11	SRAM says these are single-use and id generally say try to stick with that.	1.0	Usage	yes	after		13
66427	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	12	a lot of people re-use them and im guessing that if you only do that a couple times over a chains life, youll be ok.  i dont really see a reason to remove my chain just to clean and re-lube it (buy a park tool cyclone or similar; its much easier than removing the chain, soaking it, then refitting it), as its not that hard to clean in place.	1.0	Usage	no	after		66
66429	11285	B004KZUFH4	A189YOAZ65PC6G	Toys & Games	14	or at least keep an extra one in your ride toolkit, just in case.	1.0	Usage	yes	after		14
66434	11287	B004L1LJV8	A1Q2M3O5TNAHRE	Baby	1	wish i had only purchased a couple mediums and a couple XLs.	1.0	Usage	no	before		12
66438	11288	B004L2JJ8M	A17MNRYZKPC201	Baby	2	This case is too short and requires that you buy their wipes which arent readily available.	1.0	Complementary product	yes	after		16
66486	11294	B004L7D8SY	A3O8UWK94J4GQN	Tools & Home Improvement	12	Speaking of the flashlight itself, as mentioned in several reviews, it does not automatically turn on in the same mode you turned it off in.	1.0	Usage	yes	after		25
66499	11295	B004L8XC34	A2EMM9HWOSY2Q5	Tools & Home Improvement	3	Putting this in and then adding four cheap 100W equivalent (23W) CFLs is cheap, easy, and perfect.	1.0	Complementary product	yes	both		15
66525	11301	B004LE8ZGW	A2B7BUH8834Y6M	Baby	8	There are some crevices where crumbs and debris can hide, so you have to be extra careful to clean, but its otherwise a very nice chair for the price.	1.0	Maintenance	yes	after		29
66578	11303	B004LKRRBU	A2WW57XX2UVLM6	Toys & Games	15	If you are giving this as a present for a younger child to display out of the box, youll need to get a Barbie-sized doll stand separately.	1.0	Complementary product	yes	before		26
66780	11333	B004MWN0G8	A1HOLE9R6WPT85	Toys & Games	15	Bottom Line: An excellent product from Leapfrog, great value for the price (currently $14 on Amazon), great gift idea for 12-36 months.	1.0	Population segment	yes	both		20
66804	11337	B004MYR4A4	AWLRK9A9L8RZG	Baby	2	Easy for babies to turn over when they are perfecting their pincer grasp.	1.0	Usage	yes	after		13
66806	11338	B004MYUV5Y	A1LS2UXHG1BYRG	Baby	2	while i have seen reviewers complain that they arent as high scented as they expected i am happy with the mildness and my husband totally loves the scent that stays with the clothes- yes i put them in our drawers too because once you open the pack they all come open (they are not individually wrapped)- which is really a down side to the packaging if you are only intending to use them in your nursery/diaper bin.	1.0	Warning	yes	before		75
